"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000171","Argoed","Males","Wales","W06000005","Flintshire","Age0",80.77773,66.88291,37,11.56954,15.31893
"W39000172","Aston","Males","Wales","W06000005","Flintshire","Age0",80.39975,66.40983,37,11.56954,15.31893
"W39000174","Bagillt West","Males","Wales","W06000005","Flintshire","Age0",76.88076,60.11747,37,11.56954,15.31893
"W39000175","Broughton North East","Males","Wales","W06000005","Flintshire","Age0",79.79034,64.7097,37,11.56954,15.31893
"W39000176","Broughton South","Males","Wales","W06000005","Flintshire","Age0",79.21347,65.74887,37,11.56954,15.31893
"W39000177","Brynford","Males","Wales","W06000005","Flintshire","Age0",81.16287,66.8025,37,11.56954,15.31893
"W39000178","Buckley Bistre East","Males","Wales","W06000005","Flintshire","Age0",77.12409,62.57836,37,11.56954,15.31893
"W39000179","Buckley Bistre West","Males","Wales","W06000005","Flintshire","Age0",77.88057,60.92653,37,11.56954,15.31893
"W39000180","Buckley Mountain","Males","Wales","W06000005","Flintshire","Age0",79.2392,65.51922,37,11.56954,15.31893
"W39000181","Buckley Pentrobin","Males","Wales","W06000005","Flintshire","Age0",82.31583,67.5569,37,11.56954,15.31893
"W39000183","Caerwys","Males","Wales","W06000005","Flintshire","Age0",77.94678,65.88215,37,11.56954,15.31893
"W39000185","Connah's Quay Central","Males","Wales","W06000005","Flintshire","Age0",73.45261,57.18451,37,11.56954,15.31893
"W39000186","Connah's Quay Golftyn","Males","Wales","W06000005","Flintshire","Age0",80.73801,63.37092,37,11.56954,15.31893
"W39000187","Connah's Quay South","Males","Wales","W06000005","Flintshire","Age0",81.11104,65.83343,37,11.56954,15.31893
"W39000188","Connah's Quay Wepre","Males","Wales","W06000005","Flintshire","Age0",78.56386,65.27909,37,11.56954,15.31893
"W39000189","Ewloe","Males","Wales","W06000005","Flintshire","Age0",80.41364,68.64254,37,11.56954,15.31893
"W39000191","Flint Castle","Males","Wales","W06000005","Flintshire","Age0",77.84641,56.02354,37,11.56954,15.31893
"W39000192","Flint Coleshill","Males","Wales","W06000005","Flintshire","Age0",78.55306,62.21282,37,11.56954,15.31893
"W39000193","Flint Oakenholt","Males","Wales","W06000005","Flintshire","Age0",74.23315,57.71707,37,11.56954,15.31893
"W39000194","Flint Trelawny","Males","Wales","W06000005","Flintshire","Age0",78.24917,65.85022,37,11.56954,15.31893
"W39000195","Greenfield","Males","Wales","W06000005","Flintshire","Age0",72.33187,56.44789,37,11.56954,15.31893
"W39000204","Holywell West","Males","Wales","W06000005","Flintshire","Age0",79.24839,62.27009,37,11.56954,15.31893
"W39000205","Hope","Males","Wales","W06000005","Flintshire","Age0",80.16757,66.95527,37,11.56954,15.31893
"W39000206","Leeswood","Males","Wales","W06000005","Flintshire","Age0",77.71063,63.57362,37,11.56954,15.31893
"W39000208","Mancot","Males","Wales","W06000005","Flintshire","Age0",76.21196,61.4888,37,11.56954,15.31893
"W39000209","Mold Broncoed","Males","Wales","W06000005","Flintshire","Age0",78.70361,63.91922,37,11.56954,15.31893
"W39000211","Mold South","Males","Wales","W06000005","Flintshire","Age0",81.59416,71.34247,37,11.56954,15.31893
"W39000212","Mold West","Males","Wales","W06000005","Flintshire","Age0",83.90141,63.90957,37,11.56954,15.31893
"W39000214","New Brighton","Males","Wales","W06000005","Flintshire","Age0",83.15255,68.74806,37,11.56954,15.31893
"W39000215","Northop","Males","Wales","W06000005","Flintshire","Age0",79.69263,67.80648,37,11.56954,15.31893
"W39000217","Penyffordd","Males","Wales","W06000005","Flintshire","Age0",81.47805,67.76529,37,11.56954,15.31893
"W39000218","Queensferry","Males","Wales","W06000005","Flintshire","Age0",75.73775,57.44431,37,11.56954,15.31893
"W39000220","Saltney Stonebridge","Males","Wales","W06000005","Flintshire","Age0",77.65633,61.2757,37,11.56954,15.31893
"W39000221","Sealand","Males","Wales","W06000005","Flintshire","Age0",75.92535,58.30921,37,11.56954,15.31893
"W39000223","Shotton Higher","Males","Wales","W06000005","Flintshire","Age0",74.36783,56.22437,37,11.56954,15.31893
"W39000224","Shotton West","Males","Wales","W06000005","Flintshire","Age0",77.50596,61.49661,37,11.56954,15.31893
"W39000227","Whitford","Males","Wales","W06000005","Flintshire","Age0",82.28526,67.81154,37,11.56954,15.31893
