"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000685","Abertillery","Males","Wales","W06000019","Blaenau Gwent","Age0",76.77692,57.43289,16,5.19231,6.68332
"W39000686","Badminton","Males","Wales","W06000019","Blaenau Gwent","Age0",76.36016,58.79356,16,5.19231,6.68332
"W39000687","Beaufort","Males","Wales","W06000019","Blaenau Gwent","Age0",76.08262,58.38331,16,5.19231,6.68332
"W39000688","Blaina","Males","Wales","W06000019","Blaenau Gwent","Age0",74.33844,54.1624,16,5.19231,6.68332
"W39000689","Brynmawr","Males","Wales","W06000019","Blaenau Gwent","Age0",76.00976,58.27096,16,5.19231,6.68332
"W39000690","Cwm","Males","Wales","W06000019","Blaenau Gwent","Age0",77.97936,58.93965,16,5.19231,6.68332
"W39000691","Cwmtillery","Males","Wales","W06000019","Blaenau Gwent","Age0",75.94892,55.03783,16,5.19231,6.68332
"W39000692","Ebbw Vale North","Males","Wales","W06000019","Blaenau Gwent","Age0",77.64097,57.84487,16,5.19231,6.68332
"W39000693","Ebbw Vale South","Males","Wales","W06000019","Blaenau Gwent","Age0",75.58223,56.6911,16,5.19231,6.68332
"W39000694","Georgetown","Males","Wales","W06000019","Blaenau Gwent","Age0",76.29914,57.71182,16,5.19231,6.68332
"W39000695","Llanhilleth","Males","Wales","W06000019","Blaenau Gwent","Age0",74.73328,52.68436,16,5.19231,6.68332
"W39000696","Nantyglo","Males","Wales","W06000019","Blaenau Gwent","Age0",75.54677,55.34519,16,5.19231,6.68332
"W39000697","Rassau","Males","Wales","W06000019","Blaenau Gwent","Age0",76.29203,57.79786,16,5.19231,6.68332
"W39000698","Sirhowy","Males","Wales","W06000019","Blaenau Gwent","Age0",75.84108,54.81118,16,5.19231,6.68332
"W39000699","Six Bells","Males","Wales","W06000019","Blaenau Gwent","Age0",77.474,56.39991,16,5.19231,6.68332
"W39000700","Tredegar Central and West","Males","Wales","W06000019","Blaenau Gwent","Age0",72.78705,52.25633,16,5.19231,6.68332
