"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36006219","Aggborough and Spennells","Males","West Midlands","E07000239","Wyre Forest","Age0",78.62584,65.39615,17,8.49306,12.91978
"E36006220","Areley Kings","Males","West Midlands","E07000239","Wyre Forest","Age0",76.34729,59.65675,17,8.49306,12.91978
"E36006221","Bewdley and Arley","Males","West Midlands","E07000239","Wyre Forest","Age0",79.71513,65.62706,17,8.49306,12.91978
"E36006222","Blakedown and Chaddesley","Males","West Midlands","E07000239","Wyre Forest","Age0",80.77233,66.55071,17,8.49306,12.91978
"E36006223","Broadwaters","Males","West Midlands","E07000239","Wyre Forest","Age0",78.85024,60.02405,17,8.49306,12.91978
"E36006224","Cookley","Males","West Midlands","E07000239","Wyre Forest","Age0",78.97469,63.66859,17,8.49306,12.91978
"E36006225","Franche","Males","West Midlands","E07000239","Wyre Forest","Age0",81.24756,64.82673,17,8.49306,12.91978
"E36006226","Greenhill","Males","West Midlands","E07000239","Wyre Forest","Age0",77.34988,62.10819,17,8.49306,12.91978
"E36006227","Habberley and Blakebrook","Males","West Midlands","E07000239","Wyre Forest","Age0",79.31584,63.17688,17,8.49306,12.91978
"E36006228","Lickhill","Males","West Midlands","E07000239","Wyre Forest","Age0",78.92632,64.51548,17,8.49306,12.91978
"E36006229","Mitton","Males","West Midlands","E07000239","Wyre Forest","Age0",79.1675,63.32629,17,8.49306,12.91978
"E36006230","Offmore and Comberton","Males","West Midlands","E07000239","Wyre Forest","Age0",77.76642,61.57304,17,8.49306,12.91978
"E36006231","Oldington and Foley Park","Males","West Midlands","E07000239","Wyre Forest","Age0",77.21008,56.26435,17,8.49306,12.91978
"E36006232","Rock","Males","West Midlands","E07000239","Wyre Forest","Age0",82.63928,69.18413,17,8.49306,12.91978
"E36006233","Sutton Park","Males","West Midlands","E07000239","Wyre Forest","Age0",78.4026,62.4651,17,8.49306,12.91978
"E36006234","Wolverley","Males","West Midlands","E07000239","Wyre Forest","Age0",74.14622,60.40922,17,8.49306,12.91978
"E36006235","Wribbenhall","Males","West Midlands","E07000239","Wyre Forest","Age0",78.9322,64.67629,17,8.49306,12.91978
