"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36004538","Beanfield","Males","East Midlands","E07000150","Corby","Age0",79.69586,59.65195,14,12.87334,13.34897
"E36004539","Central","Males","East Midlands","E07000150","Corby","Age0",81.0242,59.49781,14,12.87334,13.34897
"E36004540","Danesholme","Males","East Midlands","E07000150","Corby","Age0",76.19797,59.4492,14,12.87334,13.34897
"E36004541","East","Males","East Midlands","E07000150","Corby","Age0",74.87062,59.43205,14,12.87334,13.34897
"E36004542","Exeter","Males","East Midlands","E07000150","Corby","Age0",71.85099,55.01122,14,12.87334,13.34897
"E36004543","Great Oakley","Males","East Midlands","E07000150","Corby","Age0",84.72433,68.36019,14,12.87334,13.34897
"E36004544","Kingswood","Males","East Midlands","E07000150","Corby","Age0",72.47681,56.40978,14,12.87334,13.34897
"E36004545","Lodge Park","Males","East Midlands","E07000150","Corby","Age0",81.20479,63.63798,14,12.87334,13.34897
"E36004546","Oakley Vale","Males","East Midlands","E07000150","Corby","Age0",76.71289,63.82101,14,12.87334,13.34897
"E36004547","Rowlett","Males","East Midlands","E07000150","Corby","Age0",76.12903,59.48763,14,12.87334,13.34897
"E36004549","Shire Lodge","Males","East Midlands","E07000150","Corby","Age0",73.02385,58.91956,14,12.87334,13.34897
"E36004550","Stanion and Corby Village","Males","East Midlands","E07000150","Corby","Age0",79.07978,61.5434,14,12.87334,13.34897
"E36004551","Tower Hill","Males","East Midlands","E07000150","Corby","Age0",74.82451,59.3023,14,12.87334,13.34897
"E36004552","Weldon and Gretton","Males","East Midlands","E07000150","Corby","Age0",78.21048,65.70887,14,12.87334,13.34897
