"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000141","Bodelwyddan","Males","Wales","W06000004","Denbighshire","Age0",80.02256,64.08278,21,15.50955,21.65835
"W39000142","Corwen","Males","Wales","W06000004","Denbighshire","Age0",79.89054,65.37674,21,15.50955,21.65835
"W39000143","Denbigh Central","Males","Wales","W06000004","Denbighshire","Age0",72.80791,59.37638,21,15.50955,21.65835
"W39000144","Denbigh Lower","Males","Wales","W06000004","Denbighshire","Age0",81.57039,68.90068,21,15.50955,21.65835
"W39000145","Denbigh Upper/Henllan","Males","Wales","W06000004","Denbighshire","Age0",77.9253,59.73981,21,15.50955,21.65835
"W39000146","Dyserth","Males","Wales","W06000004","Denbighshire","Age0",79.44343,63.99356,21,15.50955,21.65835
"W39000148","Llanarmon-yn-Ial/Llandegla","Males","Wales","W06000004","Denbighshire","Age0",81.32228,68.3296,21,15.50955,21.65835
"W39000151","Llandyrnog","Males","Wales","W06000004","Denbighshire","Age0",81.65645,68.03384,21,15.50955,21.65835
"W39000152","Llanfair Dyffryn Clwyd/Gwyd","Males","Wales","W06000004","Denbighshire","Age0",83.78145,68.38202,21,15.50955,21.65835
"W39000153","Llangollen","Males","Wales","W06000004","Denbighshire","Age0",77.31425,64.226,21,15.50955,21.65835
"W39000155","Prestatyn Central","Males","Wales","W06000004","Denbighshire","Age0",78.13624,62.71799,21,15.50955,21.65835
"W39000156","Prestatyn East","Males","Wales","W06000004","Denbighshire","Age0",78.1014,62.66978,21,15.50955,21.65835
"W39000158","Prestatyn North","Males","Wales","W06000004","Denbighshire","Age0",77.75648,58.78134,21,15.50955,21.65835
"W39000159","Prestatyn South West","Males","Wales","W06000004","Denbighshire","Age0",82.93265,61.94208,21,15.50955,21.65835
"W39000160","Rhuddlan","Males","Wales","W06000004","Denbighshire","Age0",80.57157,64.00961,21,15.50955,21.65835
"W39000161","Rhyl East","Males","Wales","W06000004","Denbighshire","Age0",73.01352,56.74312,21,15.50955,21.65835
"W39000162","Rhyl South","Males","Wales","W06000004","Denbighshire","Age0",80.10277,61.06984,21,15.50955,21.65835
"W39000163","Rhyl South East","Males","Wales","W06000004","Denbighshire","Age0",77.15683,60.82129,21,15.50955,21.65835
"W39000164","Rhyl South West","Males","Wales","W06000004","Denbighshire","Age0",74.82872,55.54465,21,15.50955,21.65835
"W39000165","Rhyl West","Males","Wales","W06000004","Denbighshire","Age0",68.2719,47.24233,21,15.50955,21.65835
"W39000166","Ruthin","Males","Wales","W06000004","Denbighshire","Age0",81.18844,67.08688,21,15.50955,21.65835
