"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36003161","Blackwater and Hawley","Males","South East","E07000089","Hart","Age0",82.96568,70.77259,18,9.99932,6.20266
"E36003162","Church Crookham East","Males","South East","E07000089","Hart","Age0",79.73443,69.36141,18,9.99932,6.20266
"E36003163","Church Crookham West","Males","South East","E07000089","Hart","Age0",84.3368,74.00266,18,9.99932,6.20266
"E36003164","Crondall","Males","South East","E07000089","Hart","Age0",80.35939,72.4002,18,9.99932,6.20266
"E36003165","Eversley","Males","South East","E07000089","Hart","Age0",85.77699,72.85743,18,9.99932,6.20266
"E36003166","Fleet Central","Males","South East","E07000089","Hart","Age0",83.3105,71.88347,18,9.99932,6.20266
"E36003167","Fleet Courtmoor","Males","South East","E07000089","Hart","Age0",87.6072,73.90146,18,9.99932,6.20266
"E36003168","Fleet North","Males","South East","E07000089","Hart","Age0",89.73375,74.8983,18,9.99932,6.20266
"E36003169","Fleet Pondtail","Males","South East","E07000089","Hart","Age0",84.96342,73.17749,18,9.99932,6.20266
"E36003170","Fleet West","Males","South East","E07000089","Hart","Age0",83.12993,72.28951,18,9.99932,6.20266
"E36003171","Frogmore and Darby Green","Males","South East","E07000089","Hart","Age0",81.23964,68.69564,18,9.99932,6.20266
"E36003172","Hartley Wintney","Males","South East","E07000089","Hart","Age0",80.30764,69.13953,18,9.99932,6.20266
"E36003173","Hook","Males","South East","E07000089","Hart","Age0",81.85638,70.94954,18,9.99932,6.20266
"E36003174","Long Sutton","Males","South East","E07000089","Hart","Age0",83.52403,72.11656,18,9.99932,6.20266
"E36003175","Odiham","Males","South East","E07000089","Hart","Age0",82.56192,71.32898,18,9.99932,6.20266
"E36003176","Yateley East","Males","South East","E07000089","Hart","Age0",81.34093,69.04938,18,9.99932,6.20266
"E36003177","Yateley North","Males","South East","E07000089","Hart","Age0",80.14396,68.69844,18,9.99932,6.20266
"E36003178","Yateley West","Males","South East","E07000089","Hart","Age0",83.71582,71.8496,18,9.99932,6.20266
