"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36005511","All Saints","Males","East of England","E07000201","Forest Heath","Age0",83.26691,69.03529,11,5.01125,7.52218
"E36005512","Brandon East","Males","East of England","E07000201","Forest Heath","Age0",79.90184,63.09115,11,5.01125,7.52218
"E36005513","Brandon West","Males","East of England","E07000201","Forest Heath","Age0",79.18847,61.51311,11,5.01125,7.52218
"E36005514","Eriswell and The Rows","Males","East of England","E07000201","Forest Heath","Age0",80.85814,67.26345,11,5.01125,7.52218
"E36005515","Exning","Males","East of England","E07000201","Forest Heath","Age0",81.03833,66.67014,11,5.01125,7.52218
"E36005516","Great Heath","Males","East of England","E07000201","Forest Heath","Age0",79.51022,63.40181,11,5.01125,7.52218
"E36005518","Lakenheath","Males","East of England","E07000201","Forest Heath","Age0",81.54891,66.48845,11,5.01125,7.52218
"E36005520","Market","Males","East of England","E07000201","Forest Heath","Age0",79.92847,65.57097,11,5.01125,7.52218
"E36005521","Red Lodge","Males","East of England","E07000201","Forest Heath","Age0",80.00151,66.34938,11,5.01125,7.52218
"E36005522","Severals","Males","East of England","E07000201","Forest Heath","Age0",79.92606,64.43994,11,5.01125,7.52218
"E36005524","St Mary's","Males","East of England","E07000201","Forest Heath","Age0",78.25566,64.7766,11,5.01125,7.52218
