"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000103","Abergele Pensarn","Males","Wales","W06000003","Conwy","Age0",73.71891,53.71824,24,11.36689,15.83148
"W39000104","Betws yn Rhos","Males","Wales","W06000003","Conwy","Age0",84.32432,68.10294,24,11.36689,15.83148
"W39000109","Colwyn","Males","Wales","W06000003","Conwy","Age0",78.4113,63.3501,24,11.36689,15.83148
"W39000110","Conwy","Males","Wales","W06000003","Conwy","Age0",79.3634,64.36925,24,11.36689,15.83148
"W39000111","Craig-y-Don","Males","Wales","W06000003","Conwy","Age0",80.64412,65.87037,24,11.36689,15.83148
"W39000113","Deganwy","Males","Wales","W06000003","Conwy","Age0",80.18351,66.76678,24,11.36689,15.83148
"W39000115","Eirias","Males","Wales","W06000003","Conwy","Age0",81.62535,65.3307,24,11.36689,15.83148
"W39000116","Gele","Males","Wales","W06000003","Conwy","Age0",83.31259,66.89683,24,11.36689,15.83148
"W39000117","Glyn","Males","Wales","W06000003","Conwy","Age0",79.18116,59.81714,24,11.36689,15.83148
"W39000118","Gogarth","Males","Wales","W06000003","Conwy","Age0",74.71217,59.19518,24,11.36689,15.83148
"W39000120","Kinmel Bay","Males","Wales","W06000003","Conwy","Age0",79.57157,59.04582,24,11.36689,15.83148
"W39000122","Llandrillo yn Rhos","Males","Wales","W06000003","Conwy","Age0",78.98055,63.68112,24,11.36689,15.83148
"W39000124","Llansanffraid","Males","Wales","W06000003","Conwy","Age0",78.08971,67.24102,24,11.36689,15.83148
"W39000125","Llansannan","Males","Wales","W06000003","Conwy","Age0",81.4228,66.08122,24,11.36689,15.83148
"W39000126","Llysfaen","Males","Wales","W06000003","Conwy","Age0",78.04963,60.66124,24,11.36689,15.83148
"W39000127","Marl","Males","Wales","W06000003","Conwy","Age0",78.88662,65.03747,24,11.36689,15.83148
"W39000129","Mostyn","Males","Wales","W06000003","Conwy","Age0",72.95743,58.11309,24,11.36689,15.83148
"W39000131","Pant-yr-afon/Penmaenan","Males","Wales","W06000003","Conwy","Age0",76.92962,61.31993,24,11.36689,15.83148
"W39000132","Penrhyn","Males","Wales","W06000003","Conwy","Age0",83.46945,69.54972,24,11.36689,15.83148
"W39000133","Pensarn","Males","Wales","W06000003","Conwy","Age0",78.60298,63.45681,24,11.36689,15.83148
"W39000134","Pentre Mawr","Males","Wales","W06000003","Conwy","Age0",77.07082,61.68377,24,11.36689,15.83148
"W39000135","Rhiw","Males","Wales","W06000003","Conwy","Age0",75.26332,61.92073,24,11.36689,15.83148
"W39000136","Towyn","Males","Wales","W06000003","Conwy","Age0",74.19608,55.65182,24,11.36689,15.83148
"W39000138","Tudno","Males","Wales","W06000003","Conwy","Age0",77.01154,60.03541,24,11.36689,15.83148
