"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000571","Adamsdown","Males","Wales","W06000015","Cardiff","Age0",74.36129,51.57633,29,10.38966,22.41894
"W39000572","Butetown","Males","Wales","W06000015","Cardiff","Age0",77.47742,58.61673,29,10.38966,22.41894
"W39000573","Caerau","Males","Wales","W06000015","Cardiff","Age0",75.90226,54.06815,29,10.38966,22.41894
"W39000574","Canton","Males","Wales","W06000015","Cardiff","Age0",77.39527,61.13334,29,10.38966,22.41894
"W39000575","Cathays","Males","Wales","W06000015","Cardiff","Age0",74.30599,58.60074,29,10.38966,22.41894
"W39000576","Creigiau/St. Fagans","Males","Wales","W06000015","Cardiff","Age0",80.54913,68.27944,29,10.38966,22.41894
"W39000577","Cyncoed","Males","Wales","W06000015","Cardiff","Age0",82.92276,70.23595,29,10.38966,22.41894
"W39000578","Ely","Males","Wales","W06000015","Cardiff","Age0",75.26537,53.64129,29,10.38966,22.41894
"W39000579","Fairwater","Males","Wales","W06000015","Cardiff","Age0",75.31901,57.44334,29,10.38966,22.41894
"W39000580","Gabalfa","Males","Wales","W06000015","Cardiff","Age0",78.3092,60.06626,29,10.38966,22.41894
"W39000581","Grangetown","Males","Wales","W06000015","Cardiff","Age0",76.79325,56.73657,29,10.38966,22.41894
"W39000582","Heath","Males","Wales","W06000015","Cardiff","Age0",80.44504,67.01496,29,10.38966,22.41894
"W39000583","Lisvane","Males","Wales","W06000015","Cardiff","Age0",84.66991,73.99527,29,10.38966,22.41894
"W39000584","Llandaff","Males","Wales","W06000015","Cardiff","Age0",80.46061,67.27854,29,10.38966,22.41894
"W39000585","Llandaff North","Males","Wales","W06000015","Cardiff","Age0",76.89574,58.04288,29,10.38966,22.41894
"W39000586","Llanishen","Males","Wales","W06000015","Cardiff","Age0",79.36698,64.48173,29,10.38966,22.41894
"W39000587","Llanrumney","Males","Wales","W06000015","Cardiff","Age0",74.95634,55.2402,29,10.38966,22.41894
"W39000588","Pentwyn","Males","Wales","W06000015","Cardiff","Age0",79.25743,59.79887,29,10.38966,22.41894
"W39000589","Pentyrch","Males","Wales","W06000015","Cardiff","Age0",83.43862,70.20599,29,10.38966,22.41894
"W39000590","Penylan","Males","Wales","W06000015","Cardiff","Age0",79.97956,65.23179,29,10.38966,22.41894
"W39000591","Plasnewydd","Males","Wales","W06000015","Cardiff","Age0",74.65786,56.26637,29,10.38966,22.41894
"W39000592","Pontprennau/Old St. Mellons","Males","Wales","W06000015","Cardiff","Age0",83.45404,68.98905,29,10.38966,22.41894
"W39000593","Radyr","Males","Wales","W06000015","Cardiff","Age0",81.25858,70.19492,29,10.38966,22.41894
"W39000594","Rhiwbina","Males","Wales","W06000015","Cardiff","Age0",81.63539,68.41742,29,10.38966,22.41894
"W39000595","Riverside","Males","Wales","W06000015","Cardiff","Age0",74.28025,56.29615,29,10.38966,22.41894
"W39000596","Rumney","Males","Wales","W06000015","Cardiff","Age0",77.05349,59.1666,29,10.38966,22.41894
"W39000597","Splott","Males","Wales","W06000015","Cardiff","Age0",74.33006,53.93596,29,10.38966,22.41894
"W39000598","Trowbridge","Males","Wales","W06000015","Cardiff","Age0",76.33004,56.29919,29,10.38966,22.41894
"W39000599","Whitchurch and Tongwynlais","Males","Wales","W06000015","Cardiff","Age0",79.62454,64.01252,29,10.38966,22.41894
