"LA_code","LA_name","LSOA_code","LSOA_name","house_price"
"E07000228","Mid Sussex","E01031694","Mid Sussex 006A",535000
"E07000228","Mid Sussex","E01031693","Mid Sussex 007B",501500
"E07000228","Mid Sussex","E01031692","Mid Sussex 007A",470000
"E07000228","Mid Sussex","E01031695","Mid Sussex 003A",360000
"E07000228","Mid Sussex","E01031696","Mid Sussex 003B",365000
"E07000228","Mid Sussex","E01031698","Mid Sussex 016A",597500
"E07000228","Mid Sussex","E01031697","Mid Sussex 007C",672500
"E07000228","Mid Sussex","E01031700","Mid Sussex 012B",327500
"E07000228","Mid Sussex","E01031699","Mid Sussex 012A",277750
"E07000228","Mid Sussex","E01031701","Mid Sussex 012C",287000
"E07000228","Mid Sussex","E01031703","Mid Sussex 015B",560000
"E07000228","Mid Sussex","E01031704","Mid Sussex 013A",288500
"E07000228","Mid Sussex","E01031702","Mid Sussex 015A",480000
"E07000228","Mid Sussex","E01031707","Mid Sussex 014B",377500
"E07000228","Mid Sussex","E01031705","Mid Sussex 014A",257000
"E07000228","Mid Sussex","E01031706","Mid Sussex 013B",330000
"E07000228","Mid Sussex","E01031708","Mid Sussex 014C",265000
"E07000228","Mid Sussex","E01031710","Mid Sussex 015C",335000
"E07000228","Mid Sussex","E01031709","Mid Sussex 014D",335000
"E07000228","Mid Sussex","E01031711","Mid Sussex 013C",349975
"E07000228","Mid Sussex","E01031713","Mid Sussex 013E",392500
"E07000228","Mid Sussex","E01031712","Mid Sussex 013D",263750
"E07000228","Mid Sussex","E01031715","Mid Sussex 015D",366250
"E07000228","Mid Sussex","E01031716","Mid Sussex 014E",265000
"E07000228","Mid Sussex","E01031714","Mid Sussex 012D",334160
"E07000228","Mid Sussex","E01031717","Mid Sussex 014F",289750
"E07000228","Mid Sussex","E01031720","Mid Sussex 002C",455000
"E07000228","Mid Sussex","E01031718","Mid Sussex 002A",379000
"E07000228","Mid Sussex","E01031719","Mid Sussex 002B",322000
"E07000228","Mid Sussex","E01031721","Mid Sussex 005A",417500
"E07000228","Mid Sussex","E01031722","Mid Sussex 002D",337500
"E07000228","Mid Sussex","E01031724","Mid Sussex 005C",355000
