"LA_code","LA_name","LSOA_code","LSOA_name","house_price"
"E07000081","Gloucester","E01022280","Gloucester 010C",171000
"E07000081","Gloucester","E01022278","Gloucester 007A",212500
"E07000081","Gloucester","E01022281","Gloucester 010D",270000
"E07000081","Gloucester","E01022276","Gloucester 010A",207500
"E07000081","Gloucester","E01022279","Gloucester 007B",190000
"E07000081","Gloucester","E01022277","Gloucester 010B",247500
"E07000081","Gloucester","E01022285","Gloucester 007E",252500
"E07000081","Gloucester","E01022283","Gloucester 006A",287000
"E07000081","Gloucester","E01022287","Gloucester 007G",195000
"E07000081","Gloucester","E01022284","Gloucester 007D",167000
"E07000081","Gloucester","E01022286","Gloucester 007F",165000
"E07000081","Gloucester","E01022282","Gloucester 007C",220000
"E07000081","Gloucester","E01022289","Gloucester 005B",115000
"E07000081","Gloucester","E01022291","Gloucester 005D",123500
"E07000081","Gloucester","E01022288","Gloucester 005A",132500
"E07000081","Gloucester","E01022292","Gloucester 005E",130500
"E07000081","Gloucester","E01022293","Gloucester 008A",140000
"E07000081","Gloucester","E01022294","Gloucester 008B",134250
"E07000081","Gloucester","E01022290","Gloucester 005C",138000
"E07000081","Gloucester","E01022296","Gloucester 003B",188250
"E07000081","Gloucester","E01022295","Gloucester 003A",250000
"E07000081","Gloucester","E01022297","Gloucester 003C",267000
"E07000081","Gloucester","E01022298","Gloucester 003D",255000
"E07000081","Gloucester","E01022299","Gloucester 013A",185000
"E07000081","Gloucester","E01022302","Gloucester 013D",198000
"E07000081","Gloucester","E01022301","Gloucester 013C",162000
"E07000081","Gloucester","E01022300","Gloucester 013B",167950
"E07000081","Gloucester","E01022305","Gloucester 006D",225000
"E07000081","Gloucester","E01022307","Gloucester 010F",237750
"E07000081","Gloucester","E01022306","Gloucester 010E",263475
"E07000081","Gloucester","E01022304","Gloucester 006C",220000
"E07000081","Gloucester","E01022303","Gloucester 006B",187500
"E07000081","Gloucester","E01022308","Gloucester 006E",206750
"E07000081","Gloucester","E01022310","Gloucester 002B",222000
"E07000081","Gloucester","E01022311","Gloucester 002C",104000
"E07000081","Gloucester","E01022309","Gloucester 002A",225250
"E07000081","Gloucester","E01022312","Gloucester 002D",128750
"E07000081","Gloucester","E01022313","Gloucester 001A",2e+05
"E07000081","Gloucester","E01022315","Gloucester 001B",248250
"E07000081","Gloucester","E01022316","Gloucester 001C",212000
"E07000081","Gloucester","E01022314","Gloucester 002E",252000
"E07000081","Gloucester","E01022317","Gloucester 001D",276000
"E07000081","Gloucester","E01022318","Gloucester 001E",245500
"E07000081","Gloucester","E01022323","Gloucester 008C",174950
"E07000081","Gloucester","E01022322","Gloucester 011D",163000
"E07000081","Gloucester","E01022320","Gloucester 011B",203000
"E07000081","Gloucester","E01022319","Gloucester 011A",130000
"E07000081","Gloucester","E01022321","Gloucester 011C",185000
"E07000081","Gloucester","E01022325","Gloucester 011F",155000
"E07000081","Gloucester","E01022324","Gloucester 011E",150000
"E07000081","Gloucester","E01022330","Gloucester 009C",157250
"E07000081","Gloucester","E01022332","Gloucester 004A",122500
"E07000081","Gloucester","E01022326","Gloucester 009A",150000
"E07000081","Gloucester","E01022328","Gloucester 008D",188500
"E07000081","Gloucester","E01022327","Gloucester 009B",180500
"E07000081","Gloucester","E01022329","Gloucester 008E",156250
"E07000081","Gloucester","E01022331","Gloucester 009D",195000
"E07000081","Gloucester","E01022333","Gloucester 009E",150000
"E07000081","Gloucester","E01022334","Gloucester 009F",220000
"E07000081","Gloucester","E01022338","Gloucester 015D",135500
"E07000081","Gloucester","E01032934","Gloucester 015F",223000
"E07000081","Gloucester","E01022335","Gloucester 015A",190000
"E07000081","Gloucester","E01022336","Gloucester 015B",170000
"E07000081","Gloucester","E01022339","Gloucester 014A",215000
"E07000081","Gloucester","E01022340","Gloucester 014B",175000
"E07000081","Gloucester","E01022342","Gloucester 014D",217500
"E07000081","Gloucester","E01022341","Gloucester 014C",165000
"E07000081","Gloucester","E01022346","Gloucester 012D",167000
"E07000081","Gloucester","E01022345","Gloucester 012C",252500
"E07000081","Gloucester","E01022343","Gloucester 012A",223250
"E07000081","Gloucester","E01022344","Gloucester 012B",185000
"E07000081","Gloucester","E01022348","Gloucester 004C",198975
"E07000081","Gloucester","E01032932","Gloucester 004E",129250
"E07000081","Gloucester","E01032937","Gloucester 004F",125000
"E07000081","Gloucester","E01022347","Gloucester 004B",150000
"E07000081","Gloucester","E01032933","Gloucester 015E",190750
"E07000081","Gloucester","E01032935","Gloucester 015G",215000
"E07000081","Gloucester","E01032936","Gloucester 015H",205000
