"LA_code","LA_name","LSOA_code","LSOA_name","house_price"
"W06000024","Merthyr Tydfil","W01001290","Merthyr Tydfil 007A",199995
"W06000024","Merthyr Tydfil","W01001289","Merthyr Tydfil 006A",65500
"W06000024","Merthyr Tydfil","W01001292","Merthyr Tydfil 004A",162500
"W06000024","Merthyr Tydfil","W01001293","Merthyr Tydfil 004B",142000
"W06000024","Merthyr Tydfil","W01001294","Merthyr Tydfil 003B",146250
"W06000024","Merthyr Tydfil","W01001291","Merthyr Tydfil 003A",140250
"W06000024","Merthyr Tydfil","W01001297","Merthyr Tydfil 002C",78000
"W06000024","Merthyr Tydfil","W01001295","Merthyr Tydfil 002A",80000
"W06000024","Merthyr Tydfil","W01001298","Merthyr Tydfil 002D",62000
"W06000024","Merthyr Tydfil","W01001296","Merthyr Tydfil 002B",111500
"W06000024","Merthyr Tydfil","W01001299","Merthyr Tydfil 008A",60000
"W06000024","Merthyr Tydfil","W01001300","Merthyr Tydfil 008B",142000
"W06000024","Merthyr Tydfil","W01001301","Merthyr Tydfil 008C",62000
"W06000024","Merthyr Tydfil","W01001304","Merthyr Tydfil 006D",70000
"W06000024","Merthyr Tydfil","W01001302","Merthyr Tydfil 006B",57500
"W06000024","Merthyr Tydfil","W01001303","Merthyr Tydfil 006C",65000
"W06000024","Merthyr Tydfil","W01001307","Merthyr Tydfil 004C",88975
"W06000024","Merthyr Tydfil","W01001305","Merthyr Tydfil 003C",121500
"W06000024","Merthyr Tydfil","W01001306","Merthyr Tydfil 003D",115000
"W06000024","Merthyr Tydfil","W01001311","Merthyr Tydfil 002F",80000
"W06000024","Merthyr Tydfil","W01001308","Merthyr Tydfil 008D",NA
"W06000024","Merthyr Tydfil","W01001309","Merthyr Tydfil 008E",77500
"W06000024","Merthyr Tydfil","W01001310","Merthyr Tydfil 002E",93000
"W06000024","Merthyr Tydfil","W01001313","Merthyr Tydfil 006F",80500
"W06000024","Merthyr Tydfil","W01001314","Merthyr Tydfil 005A",90500
"W06000024","Merthyr Tydfil","W01001312","Merthyr Tydfil 006E",77500
"W06000024","Merthyr Tydfil","W01001316","Merthyr Tydfil 005B",145000
"W06000024","Merthyr Tydfil","W01001315","Merthyr Tydfil 004D",85750
"W06000024","Merthyr Tydfil","W01001318","Merthyr Tydfil 005D",77500
"W06000024","Merthyr Tydfil","W01001317","Merthyr Tydfil 005C",197750
"W06000024","Merthyr Tydfil","W01001319","Merthyr Tydfil 007B",164500
"W06000024","Merthyr Tydfil","W01001320","Merthyr Tydfil 007C",119500
"W06000024","Merthyr Tydfil","W01001321","Merthyr Tydfil 007D",90000
"W06000024","Merthyr Tydfil","W01001322","Merthyr Tydfil 007E",87375
"W06000024","Merthyr Tydfil","W01001324","Merthyr Tydfil 003E",110500
"W06000024","Merthyr Tydfil","W01001898","Merthyr Tydfil 008F",158500
