"LA_code","LA_name","LSOA_code","LSOA_name","house_price"
"E06000020","Telford and Wrekin","E01014102","Telford and Wrekin 007A",262500
"E06000020","Telford and Wrekin","E01014103","Telford and Wrekin 007B",206000
"E06000020","Telford and Wrekin","E01014104","Telford and Wrekin 011A",122000
"E06000020","Telford and Wrekin","E01014105","Telford and Wrekin 011B",110000
"E06000020","Telford and Wrekin","E01014109","Telford and Wrekin 020D",127250
"E06000020","Telford and Wrekin","E01014107","Telford and Wrekin 020B",162500
"E06000020","Telford and Wrekin","E01014106","Telford and Wrekin 020A",95000
"E06000020","Telford and Wrekin","E01014108","Telford and Wrekin 020C",51500
"E06000020","Telford and Wrekin","E01014110","Telford and Wrekin 020E",85500
"E06000020","Telford and Wrekin","E01014112","Telford and Wrekin 002A",289950
"E06000020","Telford and Wrekin","E01014111","Telford and Wrekin 004A",289000
"E06000020","Telford and Wrekin","E01014113","Telford and Wrekin 011C",110000
"E06000020","Telford and Wrekin","E01014114","Telford and Wrekin 011D",219000
"E06000020","Telford and Wrekin","E01014115","Telford and Wrekin 023A",88500
"E06000020","Telford and Wrekin","E01014117","Telford and Wrekin 023C",215000
"E06000020","Telford and Wrekin","E01014118","Telford and Wrekin 023D",84000
"E06000020","Telford and Wrekin","E01014116","Telford and Wrekin 023B",82500
"E06000020","Telford and Wrekin","E01014123","Telford and Wrekin 019E",136000
"E06000020","Telford and Wrekin","E01014122","Telford and Wrekin 019D",106750
"E06000020","Telford and Wrekin","E01014121","Telford and Wrekin 019C",126250
"E06000020","Telford and Wrekin","E01014120","Telford and Wrekin 019B",113750
"E06000020","Telford and Wrekin","E01014124","Telford and Wrekin 017A",108500
"E06000020","Telford and Wrekin","E01014119","Telford and Wrekin 019A",165500
"E06000020","Telford and Wrekin","E01014126","Telford and Wrekin 005B",97500
"E06000020","Telford and Wrekin","E01014125","Telford and Wrekin 005A",91250
"E06000020","Telford and Wrekin","E01014127","Telford and Wrekin 005C",103750
"E06000020","Telford and Wrekin","E01014128","Telford and Wrekin 005D",130000
"E06000020","Telford and Wrekin","E01014130","Telford and Wrekin 006B",195000
"E06000020","Telford and Wrekin","E01014129","Telford and Wrekin 006A",140000
"E06000020","Telford and Wrekin","E01014131","Telford and Wrekin 002B",327500
"E06000020","Telford and Wrekin","E01014132","Telford and Wrekin 002C",218000
"E06000020","Telford and Wrekin","E01014134","Telford and Wrekin 012B",204250
"E06000020","Telford and Wrekin","E01014133","Telford and Wrekin 012A",169000
"E06000020","Telford and Wrekin","E01014136","Telford and Wrekin 010A",215000
"E06000020","Telford and Wrekin","E01014135","Telford and Wrekin 002D",274950
"E06000020","Telford and Wrekin","E01014141","Telford and Wrekin 009C",165000
"E06000020","Telford and Wrekin","E01014139","Telford and Wrekin 009B",118000
"E06000020","Telford and Wrekin","E01014140","Telford and Wrekin 007D",110000
"E06000020","Telford and Wrekin","E01014142","Telford and Wrekin 009D",85000
"E06000020","Telford and Wrekin","E01014143","Telford and Wrekin 009E",117250
