"LA_code","LA_name","LSOA_code","LSOA_name","house_price"
"W06000011","Swansea","W01000737","Swansea 028B",190000
"W06000011","Swansea","W01000736","Swansea 028A",280000
"W06000011","Swansea","W01000738","Swansea 014A",80000
"W06000011","Swansea","W01000740","Swansea 014C",116250
"W06000011","Swansea","W01000741","Swansea 014D",134000
"W06000011","Swansea","W01000739","Swansea 014B",124995
"W06000011","Swansea","W01001955","Swansea 025F",110000
"W06000011","Swansea","W01000745","Swansea 025B",135998
"W06000011","Swansea","W01000749","Swansea 026A",110000
"W06000011","Swansea","W01000744","Swansea 016B",74000
"W06000011","Swansea","W01001938","Swansea 025E",125000
"W06000011","Swansea","W01001958","Swansea 025H",180000
"W06000011","Swansea","W01000747","Swansea 024A",103750
"W06000011","Swansea","W01001957","Swansea 025G",134000
"W06000011","Swansea","W01000742","Swansea 016A",62500
"W06000011","Swansea","W01000746","Swansea 025C",103000
"W06000011","Swansea","W01000753","Swansea 002D",119750
"W06000011","Swansea","W01000751","Swansea 002B",172000
"W06000011","Swansea","W01000754","Swansea 002E",122000
"W06000011","Swansea","W01000750","Swansea 002A",99475
"W06000011","Swansea","W01000752","Swansea 002C",83000
"W06000011","Swansea","W01000758","Swansea 017D",133750
"W06000011","Swansea","W01000760","Swansea 013A",94000
"W06000011","Swansea","W01000762","Swansea 013C",115000
"W06000011","Swansea","W01000755","Swansea 017A",118750
"W06000011","Swansea","W01000759","Swansea 012A",133500
"W06000011","Swansea","W01000757","Swansea 017C",124500
"W06000011","Swansea","W01000756","Swansea 017B",123000
"W06000011","Swansea","W01000761","Swansea 013B",99500
"W06000011","Swansea","W01000766","Swansea 015D",114975
"W06000011","Swansea","W01000765","Swansea 015C",91750
"W06000011","Swansea","W01000767","Swansea 015E",105975
"W06000011","Swansea","W01000763","Swansea 015A",95125
"W06000011","Swansea","W01000764","Swansea 015B",93500
"W06000011","Swansea","W01000769","Swansea 020B",143000
"W06000011","Swansea","W01000770","Swansea 020C",160000
"W06000011","Swansea","W01000768","Swansea 020A",147000
"W06000011","Swansea","W01000772","Swansea 018A",275000
"W06000011","Swansea","W01000771","Swansea 020D",195000
"W06000011","Swansea","W01000773","Swansea 005A",105750
"W06000011","Swansea","W01000774","Swansea 005B",106500
"W06000011","Swansea","W01000776","Swansea 030B",345000
"W06000011","Swansea","W01000775","Swansea 030A",318500
"W06000011","Swansea","W01000779","Swansea 012D",124950
"W06000011","Swansea","W01000777","Swansea 012B",165000
"W06000011","Swansea","W01000778","Swansea 012C",137000
"W06000011","Swansea","W01000781","Swansea 023B",218475
"W06000011","Swansea","W01001956","Swansea 023E",289950
"W06000011","Swansea","W01000782","Swansea 023C",161250
"W06000011","Swansea","W01000785","Swansea 007B",147000
"W06000011","Swansea","W01000786","Swansea 007C",131498
"W06000011","Swansea","W01000784","Swansea 007A",104000
"W06000011","Swansea","W01000787","Swansea 016C",87000
"W06000011","Swansea","W01000789","Swansea 016E",85250
"W06000011","Swansea","W01000790","Swansea 016F",85000
"W06000011","Swansea","W01000788","Swansea 016D",128000
"W06000011","Swansea","W01000791","Swansea 004A",121000
"W06000011","Swansea","W01000793","Swansea 004C",180000
"W06000011","Swansea","W01000792","Swansea 004B",154000
"W06000011","Swansea","W01000800","Swansea 006C",165000
"W06000011","Swansea","W01000795","Swansea 006A",120750
"W06000011","Swansea","W01000796","Swansea 006B",160000
"W06000011","Swansea","W01000801","Swansea 006D",136000
"W06000011","Swansea","W01000797","Swansea 010B",123475
"W06000011","Swansea","W01000798","Swansea 010C",121000
