"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36003778","Adlington and Anderton","Males","North West","E07000118","Chorley","Age65",21.19243,9.97191,20,8.18641,4.13364
"E36003779","Astley and Buckshaw","Males","North West","E07000118","Chorley","Age65",18.53616,8.01061,20,8.18641,4.13364
"E36003780","Brindle and Hoghton","Males","North West","E07000118","Chorley","Age65",16.36901,10.02363,20,8.18641,4.13364
"E36003781","Chisnall","Males","North West","E07000118","Chorley","Age65",22.06382,9.18039,20,8.18641,4.13364
"E36003782","Chorley East","Males","North West","E07000118","Chorley","Age65",16.2643,6.71692,20,8.18641,4.13364
"E36003783","Chorley North East","Males","North West","E07000118","Chorley","Age65",19.17901,8.67522,20,8.18641,4.13364
"E36003784","Chorley North West","Males","North West","E07000118","Chorley","Age65",19.68536,10.2443,20,8.18641,4.13364
"E36003785","Chorley South East","Males","North West","E07000118","Chorley","Age65",18.34646,8.69913,20,8.18641,4.13364
"E36003786","Chorley South West","Males","North West","E07000118","Chorley","Age65",15.66058,6.56781,20,8.18641,4.13364
"E36003787","Clayton-le-Woods and Whittl","Males","North West","E07000118","Chorley","Age65",18.48137,8.60325,20,8.18641,4.13364
"E36003788","Clayton-le-Woods North","Males","North West","E07000118","Chorley","Age65",15.18105,6.75506,20,8.18641,4.13364
"E36003789","Clayton-le-Woods West and C","Males","North West","E07000118","Chorley","Age65",17.72747,8.51852,20,8.18641,4.13364
"E36003790","Coppull","Males","North West","E07000118","Chorley","Age65",16.09483,7.41536,20,8.18641,4.13364
"E36003791","Eccleston and Mawdesley","Males","North West","E07000118","Chorley","Age65",20.53873,10.12725,20,8.18641,4.13364
"E36003792","Euxton North","Males","North West","E07000118","Chorley","Age65",20.40701,10.14429,20,8.18641,4.13364
"E36003793","Euxton South","Males","North West","E07000118","Chorley","Age65",17.08951,9.11355,20,8.18641,4.13364
"E36003794","Heath Charnock and Rivingto","Males","North West","E07000118","Chorley","Age65",16.99955,9.18006,20,8.18641,4.13364
"E36003795","Lostock","Males","North West","E07000118","Chorley","Age65",18.27276,8.92147,20,8.18641,4.13364
"E36003796","Pennine","Males","North West","E07000118","Chorley","Age65",23.36746,10.70145,20,8.18641,4.13364
"E36003797","Wheelton and Withnell","Males","North West","E07000118","Chorley","Age65",20.42095,9.29537,20,8.18641,4.13364
