"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36005756","Addlestone Bourneside","Males","South East","E07000212","Runnymede","Age65",19.45329,9.90876,14,5.11162,7.43255
"E36005757","Addlestone North","Males","South East","E07000212","Runnymede","Age65",20.1054,10.77929,14,5.11162,7.43255
"E36005758","Chertsey Meads","Males","South East","E07000212","Runnymede","Age65",21.71785,11.8091,14,5.11162,7.43255
"E36005759","Chertsey South and Row Town","Males","South East","E07000212","Runnymede","Age65",19.49129,10.86295,14,5.11162,7.43255
"E36005760","Chertsey St Ann's","Males","South East","E07000212","Runnymede","Age65",16.68158,8.32843,14,5.11162,7.43255
"E36005761","Egham Hythe","Males","South East","E07000212","Runnymede","Age65",17.8727,9.32109,14,5.11162,7.43255
"E36005762","Egham Town","Males","South East","E07000212","Runnymede","Age65",19.26164,11.07227,14,5.11162,7.43255
"E36005763","Englefield Green East","Males","South East","E07000212","Runnymede","Age65",21.1257,15.76098,14,5.11162,7.43255
"E36005764","Englefield Green West","Males","South East","E07000212","Runnymede","Age65",19.99559,10.0598,14,5.11162,7.43255
"E36005765","Foxhills","Males","South East","E07000212","Runnymede","Age65",20.07002,12.86292,14,5.11162,7.43255
"E36005766","New Haw","Males","South East","E07000212","Runnymede","Age65",17.63947,10.21828,14,5.11162,7.43255
"E36005767","Thorpe","Males","South East","E07000212","Runnymede","Age65",21.13258,12.64489,14,5.11162,7.43255
"E36005768","Virginia Water","Males","South East","E07000212","Runnymede","Age65",19.91809,13.99092,14,5.11162,7.43255
"E36005769","Woodham","Males","South East","E07000212","Runnymede","Age65",21.7932,12.26073,14,5.11162,7.43255
