"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000001","Aberffraw|Rhosneigr","Males","Wales","W06000001","Isle of Anglesey","Age65",19.88921,9.58606,13,6.93023,7.5556
"W39000002","Amlwch Port","Males","Wales","W06000001","Isle of Anglesey","Age65",14.42216,5.16787,13,6.93023,7.5556
"W39000012","Cwm Cadnant","Males","Wales","W06000001","Isle of Anglesey","Age65",19.02549,12.72347,13,6.93023,7.5556
"W39000013","Cyngar","Males","Wales","W06000001","Isle of Anglesey","Age65",16.90116,8.48557,13,6.93023,7.5556
"W39000020","Llaneilian","Males","Wales","W06000001","Isle of Anglesey","Age65",17.61218,7.26049,13,6.93023,7.5556
"W39000022","Llanfair-yn-Neubwll","Males","Wales","W06000001","Isle of Anglesey","Age65",15.54285,7.98599,13,6.93023,7.5556
"W39000023","Llanfihangel Ysgeifiog","Males","Wales","W06000001","Isle of Anglesey","Age65",19.10723,8.08983,13,6.93023,7.5556
"W39000028","Maeshyfryd","Males","Wales","W06000001","Isle of Anglesey","Age65",16.212,7.2554,13,6.93023,7.5556
"W39000034","Porthyfelin","Males","Wales","W06000001","Isle of Anglesey","Age65",18.24887,6.78565,13,6.93023,7.5556
"W39000035","Rhosyr","Males","Wales","W06000001","Isle of Anglesey","Age65",18.99617,8.92978,13,6.93023,7.5556
"W39000036","Trearddur","Males","Wales","W06000001","Isle of Anglesey","Age65",17.93068,9.46662,13,6.93023,7.5556
"W39000038","Tysilio","Males","Wales","W06000001","Isle of Anglesey","Age65",21.35239,10.22912,13,6.93023,7.5556
"W39000039","Valley","Males","Wales","W06000001","Isle of Anglesey","Age65",18.76468,9.69617,13,6.93023,7.5556
