"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36006957","Brighouse","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",18.71633,9.45711,17,5.47257,5.14726
"E36006958","Calder","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",19.89622,9.26028,17,5.47257,5.14726
"E36006959","Elland","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",17.08443,8.20211,17,5.47257,5.14726
"E36006960","Greetland and Stainland","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",17.75768,9.49796,17,5.47257,5.14726
"E36006961","Hipperholme and Lightcliffe","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",19.02388,10.36244,17,5.47257,5.14726
"E36006962","Illingworth and Mixenden","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",16.52233,7.6254,17,5.47257,5.14726
"E36006963","Luddendenfoot","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",19.06058,9.95317,17,5.47257,5.14726
"E36006964","Northowram and Shelf","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",18.30792,9.79327,17,5.47257,5.14726
"E36006965","Ovenden","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",14.42365,6.23773,17,5.47257,5.14726
"E36006966","Park","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",15.38367,5.21518,17,5.47257,5.14726
"E36006967","Rastrick","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",16.81305,8.64576,17,5.47257,5.14726
"E36006968","Ryburn","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",17.55135,9.13576,17,5.47257,5.14726
"E36006969","Skircoat","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",19.08052,9.6786,17,5.47257,5.14726
"E36006970","Sowerby Bridge","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",18.00188,8.01426,17,5.47257,5.14726
"E36006971","Todmorden","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",16.24304,7.85197,17,5.47257,5.14726
"E36006972","Town","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",16.12052,6.77066,17,5.47257,5.14726
"E36006973","Warley","Males","Yorkshire and The Humber","E08000033","Calderdale","Age65",19.25241,9.25401,17,5.47257,5.14726
