"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000548","Baruc","Males","Wales","W06000014","The Vale of Glamorgan","Age65",18.25791,9.11041,22,5.37006,7.71505
"W39000549","Buttrills","Males","Wales","W06000014","The Vale of Glamorgan","Age65",15.44643,6.03303,22,5.37006,7.71505
"W39000550","Cadoc","Males","Wales","W06000014","The Vale of Glamorgan","Age65",19.86711,7.0181,22,5.37006,7.71505
"W39000551","Castleland","Males","Wales","W06000014","The Vale of Glamorgan","Age65",16.4312,5.28558,22,5.37006,7.71505
"W39000552","Cornerswell","Males","Wales","W06000014","The Vale of Glamorgan","Age65",17.41058,8.56286,22,5.37006,7.71505
"W39000553","Court","Males","Wales","W06000014","The Vale of Glamorgan","Age65",17.03361,6.30118,22,5.37006,7.71505
"W39000554","Cowbridge","Males","Wales","W06000014","The Vale of Glamorgan","Age65",20.63558,13.00063,22,5.37006,7.71505
"W39000555","Dinas Powys","Males","Wales","W06000014","The Vale of Glamorgan","Age65",20.22385,10.33652,22,5.37006,7.71505
"W39000556","Dyfan","Males","Wales","W06000014","The Vale of Glamorgan","Age65",17.23586,7.296,22,5.37006,7.71505
"W39000557","Gibbonsdown","Males","Wales","W06000014","The Vale of Glamorgan","Age65",17.7845,6.79862,22,5.37006,7.71505
"W39000558","Illtyd","Males","Wales","W06000014","The Vale of Glamorgan","Age65",18.42861,9.42115,22,5.37006,7.71505
"W39000560","Llandow/Ewenny","Males","Wales","W06000014","The Vale of Glamorgan","Age65",19.90524,12.16169,22,5.37006,7.71505
"W39000561","Llantwit Major","Males","Wales","W06000014","The Vale of Glamorgan","Age65",20.07128,10.40321,22,5.37006,7.71505
"W39000562","Peterston-super-Ely","Males","Wales","W06000014","The Vale of Glamorgan","Age65",18.18839,11.61368,22,5.37006,7.71505
"W39000563","Plymouth","Males","Wales","W06000014","The Vale of Glamorgan","Age65",17.74694,9.67666,22,5.37006,7.71505
"W39000564","Rhoose","Males","Wales","W06000014","The Vale of Glamorgan","Age65",19.73041,10.10222,22,5.37006,7.71505
"W39000565","St. Athan","Males","Wales","W06000014","The Vale of Glamorgan","Age65",16.90357,7.41751,22,5.37006,7.71505
"W39000566","St. Augustine's","Males","Wales","W06000014","The Vale of Glamorgan","Age65",17.70386,8.52589,22,5.37006,7.71505
"W39000567","St. Bride's Major","Males","Wales","W06000014","The Vale of Glamorgan","Age65",20.05457,10.87849,22,5.37006,7.71505
"W39000568","Stanwell","Males","Wales","W06000014","The Vale of Glamorgan","Age65",17.41316,7.09624,22,5.37006,7.71505
"W39000569","Sully","Males","Wales","W06000014","The Vale of Glamorgan","Age65",20.81649,11.47354,22,5.37006,7.71505
"W39000570","Wenvoe","Males","Wales","W06000014","The Vale of Glamorgan","Age65",20.41665,11.5361,22,5.37006,7.71505
