"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36000925","Arborfield","Males","South East","E06000041","Wokingham","Age65",17.70271,9.06009,25,7.23843,6.75702
"E36000926","Barkham","Males","South East","E06000041","Wokingham","Age65",21.63543,12.71475,25,7.23843,6.75702
"E36000927","Bulmershe and Whitegates","Males","South East","E06000041","Wokingham","Age65",19.82423,10.59596,25,7.23843,6.75702
"E36000928","Charvil","Males","South East","E06000041","Wokingham","Age65",18.8479,11.52428,25,7.23843,6.75702
"E36000929","Coronation","Males","South East","E06000041","Wokingham","Age65",20.51743,12.91833,25,7.23843,6.75702
"E36000930","Emmbrook","Males","South East","E06000041","Wokingham","Age65",20.26784,13.167,25,7.23843,6.75702
"E36000931","Evendons","Males","South East","E06000041","Wokingham","Age65",19.53499,12.42159,25,7.23843,6.75702
"E36000932","Finchampstead North","Males","South East","E06000041","Wokingham","Age65",24.50874,15.81711,25,7.23843,6.75702
"E36000933","Finchampstead South","Males","South East","E06000041","Wokingham","Age65",19.35559,11.45603,25,7.23843,6.75702
"E36000934","Hawkedon","Males","South East","E06000041","Wokingham","Age65",17.27031,10.18643,25,7.23843,6.75702
"E36000935","Hillside","Males","South East","E06000041","Wokingham","Age65",22.07167,13.32859,25,7.23843,6.75702
"E36000936","Hurst","Males","South East","E06000041","Wokingham","Age65",21.34866,13.33656,25,7.23843,6.75702
"E36000937","Loddon","Males","South East","E06000041","Wokingham","Age65",19.79776,11.63515,25,7.23843,6.75702
"E36000938","Maiden Erlegh","Males","South East","E06000041","Wokingham","Age65",21.31087,12.65324,25,7.23843,6.75702
"E36000939","Norreys","Males","South East","E06000041","Wokingham","Age65",19.9322,11.6544,25,7.23843,6.75702
"E36000940","Remenham| Wargrave and Rusc","Males","South East","E06000041","Wokingham","Age65",19.29905,12.12953,25,7.23843,6.75702
"E36000941","Shinfield North","Males","South East","E06000041","Wokingham","Age65",17.29624,9.36711,25,7.23843,6.75702
"E36000942","Shinfield South","Males","South East","E06000041","Wokingham","Age65",23.46073,12.57324,25,7.23843,6.75702
"E36000943","Sonning","Males","South East","E06000041","Wokingham","Age65",18.35023,11.9887,25,7.23843,6.75702
"E36000944","South Lake","Males","South East","E06000041","Wokingham","Age65",21.75123,11.90887,25,7.23843,6.75702
"E36000945","Swallowfield","Males","South East","E06000041","Wokingham","Age65",18.11454,10.21355,25,7.23843,6.75702
"E36000946","Twyford","Males","South East","E06000041","Wokingham","Age65",18.86336,10.58133,25,7.23843,6.75702
"E36000947","Wescott","Males","South East","E06000041","Wokingham","Age65",19.5937,11.77703,25,7.23843,6.75702
"E36000948","Winnersh","Males","South East","E06000041","Wokingham","Age65",17.80028,11.16393,25,7.23843,6.75702
"E36000949","Wokingham Without","Males","South East","E06000041","Wokingham","Age65",19.71511,12.29153,25,7.23843,6.75702
