"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000600","Aberaman North","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",14.94975,4.68153,51,6.82471,6.93543
"W39000601","Aberaman South","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",16.35151,4.15929,51,6.82471,6.93543
"W39000602","Abercynon","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",16.50747,4.88822,51,6.82471,6.93543
"W39000603","Aberdare East","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",16.0839,5.25546,51,6.82471,6.93543
"W39000604","Aberdare West/Llwydcoed","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",16.13029,6.54,51,6.82471,6.93543
"W39000605","Beddau","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",18.01455,7.87351,51,6.82471,6.93543
"W39000606","Brynna","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",18.24567,8.09187,51,6.82471,6.93543
"W39000607","Church Village","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",17.26203,8.37643,51,6.82471,6.93543
"W39000608","Cilfynydd","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",18.24734,6.5129,51,6.82471,6.93543
"W39000609","Cwm Clydach","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",16.31017,4.83585,51,6.82471,6.93543
"W39000610","Cwmbach","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",18.23721,6.62859,51,6.82471,6.93543
"W39000611","Cymmer","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",17.21083,5.48001,51,6.82471,6.93543
"W39000612","Ferndale","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",16.10047,4.0165,51,6.82471,6.93543
"W39000613","Gilfach Goch","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",16.9783,4.8299,51,6.82471,6.93543
"W39000614","Glyncoch","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",14.79061,3.46421,51,6.82471,6.93543
"W39000615","Graig","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",18.63782,5.90914,51,6.82471,6.93543
"W39000616","Hawthorn","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",17.66464,5.87099,51,6.82471,6.93543
"W39000617","Hirwaun","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",16.65678,5.10953,51,6.82471,6.93543
"W39000618","Llanharan","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",17.34455,6.60908,51,6.82471,6.93543
"W39000619","Llanharry","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",17.74081,6.29189,51,6.82471,6.93543
"W39000620","Llantrisant Town","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",18.06803,8.1161,51,6.82471,6.93543
"W39000621","Llantwit Fardre","Males","Wales","W06000016","Rhondda Cynon Taf","Age65",21.28446,9.39217,51,6.82471,6.93543
