"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000141","Bodelwyddan","Males","Wales","W06000004","Denbighshire","Age65",20.12735,10.27368,21,7.8922,7.50732
"W39000142","Corwen","Males","Wales","W06000004","Denbighshire","Age65",19.85618,11.20481,21,7.8922,7.50732
"W39000143","Denbigh Central","Males","Wales","W06000004","Denbighshire","Age65",16.32277,9.23803,21,7.8922,7.50732
"W39000144","Denbigh Lower","Males","Wales","W06000004","Denbighshire","Age65",18.83966,10.95095,21,7.8922,7.50732
"W39000145","Denbigh Upper/Henllan","Males","Wales","W06000004","Denbighshire","Age65",19.30241,8.8859,21,7.8922,7.50732
"W39000146","Dyserth","Males","Wales","W06000004","Denbighshire","Age65",16.53937,8.5401,21,7.8922,7.50732
"W39000148","Llanarmon-yn-Ial/Llandegla","Males","Wales","W06000004","Denbighshire","Age65",21.07606,11.83237,21,7.8922,7.50732
"W39000151","Llandyrnog","Males","Wales","W06000004","Denbighshire","Age65",18.58046,10.41487,21,7.8922,7.50732
"W39000152","Llanfair Dyffryn Clwyd/Gwyd","Males","Wales","W06000004","Denbighshire","Age65",22.33571,12.02856,21,7.8922,7.50732
"W39000153","Llangollen","Males","Wales","W06000004","Denbighshire","Age65",17.0288,9.5461,21,7.8922,7.50732
"W39000155","Prestatyn Central","Males","Wales","W06000004","Denbighshire","Age65",19.16619,9.43738,21,7.8922,7.50732
"W39000156","Prestatyn East","Males","Wales","W06000004","Denbighshire","Age65",16.63021,7.54466,21,7.8922,7.50732
"W39000158","Prestatyn North","Males","Wales","W06000004","Denbighshire","Age65",18.61947,7.58462,21,7.8922,7.50732
"W39000159","Prestatyn South West","Males","Wales","W06000004","Denbighshire","Age65",20.38255,7.99648,21,7.8922,7.50732
"W39000160","Rhuddlan","Males","Wales","W06000004","Denbighshire","Age65",20.66019,10.39753,21,7.8922,7.50732
"W39000161","Rhyl East","Males","Wales","W06000004","Denbighshire","Age65",14.44351,6.96158,21,7.8922,7.50732
"W39000162","Rhyl South","Males","Wales","W06000004","Denbighshire","Age65",19.21775,8.43383,21,7.8922,7.50732
"W39000163","Rhyl South East","Males","Wales","W06000004","Denbighshire","Age65",17.13607,7.18179,21,7.8922,7.50732
"W39000164","Rhyl South West","Males","Wales","W06000004","Denbighshire","Age65",16.13104,5.91818,21,7.8922,7.50732
"W39000165","Rhyl West","Males","Wales","W06000004","Denbighshire","Age65",14.7099,4.52124,21,7.8922,7.50732
"W39000166","Ruthin","Males","Wales","W06000004","Denbighshire","Age65",21.13246,11.8602,21,7.8922,7.50732
