"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000791","Blaen Hafren","Males","Wales","W06000023","Powys","Age65",25.47489,14.33165,25,11.44407,7.60201
"W39000793","Builth","Males","Wales","W06000023","Powys","Age65",17.35648,8.30228,25,11.44407,7.60201
"W39000795","Caersws","Males","Wales","W06000023","Powys","Age65",19.64278,8.32902,25,11.44407,7.60201
"W39000797","Crickhowell|Llangattock","Males","Wales","W06000023","Powys","Age65",17.99361,9.25249,25,11.44407,7.60201
"W39000803","Glantwymyn|Llanbrynmair","Males","Wales","W06000023","Powys","Age65",20.41224,10.63677,25,11.44407,7.60201
"W39000804","Glasbury","Males","Wales","W06000023","Powys","Age65",20.60311,11.33048,25,11.44407,7.60201
"W39000805","Guilsfield","Males","Wales","W06000023","Powys","Age65",21.11496,11.55895,25,11.44407,7.60201
"W39000808","Kerry","Males","Wales","W06000023","Powys","Age65",22.77389,12.58494,25,11.44407,7.60201
"W39000809","Knighton","Males","Wales","W06000023","Powys","Age65",19.14905,10.03436,25,11.44407,7.60201
"W39000814","Llandrindod North","Males","Wales","W06000023","Powys","Age65",17.735,9.27919,25,11.44407,7.60201
"W39000816","Llandrinio","Males","Wales","W06000023","Powys","Age65",20.78113,10.61299,25,11.44407,7.60201
"W39000825","Llanidloes","Males","Wales","W06000023","Powys","Age65",19.39673,10.32365,25,11.44407,7.60201
"W39000826","Llanrhaeadr-ym-Mochnant/Lla","Males","Wales","W06000023","Powys","Age65",21.50269,12.80276,25,11.44407,7.60201
"W39000831","Machynlleth","Males","Wales","W06000023","Powys","Age65",17.35765,8.15249,25,11.44407,7.60201
"W39000836","Newtown Central","Males","Wales","W06000023","Powys","Age65",15.24944,7.2237,25,11.44407,7.60201
"W39000837","Newtown East","Males","Wales","W06000023","Powys","Age65",18.27573,6.83682,25,11.44407,7.60201
"W39000838","Newtown Llanllwchaiarn Nort","Males","Wales","W06000023","Powys","Age65",18.62426,9.56914,25,11.44407,7.60201
"W39000842","Presteigne","Males","Wales","W06000023","Powys","Age65",18.52395,9.75197,25,11.44407,7.60201
"W39000844","Rhiwcynon","Males","Wales","W06000023","Powys","Age65",19.81144,11.02699,25,11.44407,7.60201
"W39000846","St. John","Males","Wales","W06000023","Powys","Age65",20.37099,10.08933,25,11.44407,7.60201
"W39000847","St. Mary","Males","Wales","W06000023","Powys","Age65",18.97036,10.51874,25,11.44407,7.60201
"W39000850","Tawe-Uchaf","Males","Wales","W06000023","Powys","Age65",17.76954,8.11139,25,11.44407,7.60201
"W39000853","Welshpool Gungrog","Males","Wales","W06000023","Powys","Age65",14.03082,6.92338,25,11.44407,7.60201
"W39000854","Welshpool Llanerchyddol","Males","Wales","W06000023","Powys","Age65",20.27854,8.21421,25,11.44407,7.60201
"W39000857","Ystradgynlais","Males","Wales","W06000023","Powys","Age65",17.58575,6.72964,25,11.44407,7.60201
