"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36005694","Ash South and Tongham","Males","South East","E07000209","Guildford","Age65",21.24922,11.36976,22,7.22699,8.32717
"E36005695","Ash Vale","Males","South East","E07000209","Guildford","Age65",21.6889,12.83551,22,7.22699,8.32717
"E36005696","Ash Wharf","Males","South East","E07000209","Guildford","Age65",19.21394,10.48484,22,7.22699,8.32717
"E36005697","Burpham","Males","South East","E07000209","Guildford","Age65",23.71363,15.06984,22,7.22699,8.32717
"E36005698","Christchurch","Males","South East","E07000209","Guildford","Age65",20.64893,13.99893,22,7.22699,8.32717
"E36005699","Clandon and Horsley","Males","South East","E07000209","Guildford","Age65",20.81191,13.71631,22,7.22699,8.32717
"E36005700","Effingham","Males","South East","E07000209","Guildford","Age65",21.83037,13.90756,22,7.22699,8.32717
"E36005701","Friary and St Nicolas","Males","South East","E07000209","Guildford","Age65",19.56098,11.84889,22,7.22699,8.32717
"E36005702","Holy Trinity","Males","South East","E07000209","Guildford","Age65",22.69211,14.90374,22,7.22699,8.32717
"E36005703","Lovelace","Males","South East","E07000209","Guildford","Age65",19.06985,11.37474,22,7.22699,8.32717
"E36005704","Merrow","Males","South East","E07000209","Guildford","Age65",20.63204,13.02483,22,7.22699,8.32717
"E36005705","Normandy","Males","South East","E07000209","Guildford","Age65",22.09223,13.57847,22,7.22699,8.32717
"E36005706","Onslow","Males","South East","E07000209","Guildford","Age65",21.849,12.35953,22,7.22699,8.32717
"E36005707","Pilgrims","Males","South East","E07000209","Guildford","Age65",18.43093,12.22844,22,7.22699,8.32717
"E36005708","Pirbright","Males","South East","E07000209","Guildford","Age65",22.88412,16.4467,22,7.22699,8.32717
"E36005709","Send","Males","South East","E07000209","Guildford","Age65",22.51516,13.17042,22,7.22699,8.32717
"E36005710","Shalford","Males","South East","E07000209","Guildford","Age65",17.4278,10.5034,22,7.22699,8.32717
"E36005711","Stoke","Males","South East","E07000209","Guildford","Age65",16.48664,8.11953,22,7.22699,8.32717
"E36005712","Stoughton","Males","South East","E07000209","Guildford","Age65",17.77492,9.59269,22,7.22699,8.32717
"E36005713","Tillingbourne","Males","South East","E07000209","Guildford","Age65",23.41817,14.06301,22,7.22699,8.32717
"E36005714","Westborough","Males","South East","E07000209","Guildford","Age65",19.21994,10.02688,22,7.22699,8.32717
"E36005715","Worplesdon","Males","South East","E07000209","Guildford","Age65",19.55783,12.35234,22,7.22699,8.32717
