"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36001634","Aston Clinton","Males","South East","E07000004","Aylesbury Vale","Age65",17.28584,10.431,35,9.49783,8.05755
"E36001635","Aylesbury Central","Males","South East","E07000004","Aylesbury Vale","Age65",18.14766,9.25314,35,9.49783,8.05755
"E36001636","Bedgrove","Males","South East","E07000004","Aylesbury Vale","Age65",20.44717,11.52069,35,9.49783,8.05755
"E36001638","Brill","Males","South East","E07000004","Aylesbury Vale","Age65",19.37717,11.48745,35,9.49783,8.05755
"E36001639","Buckingham North","Males","South East","E07000004","Aylesbury Vale","Age65",18.4721,9.52648,35,9.49783,8.05755
"E36001640","Buckingham South","Males","South East","E07000004","Aylesbury Vale","Age65",21.51756,11.9065,35,9.49783,8.05755
"E36001641","Cheddington","Males","South East","E07000004","Aylesbury Vale","Age65",20.80896,11.3233,35,9.49783,8.05755
"E36001642","Coldharbour","Males","South East","E07000004","Aylesbury Vale","Age65",16.97343,9.31712,35,9.49783,8.05755
"E36001643","Edlesborough","Males","South East","E07000004","Aylesbury Vale","Age65",24.37398,14.07089,35,9.49783,8.05755
"E36001644","Elmhurst and Watermead","Males","South East","E07000004","Aylesbury Vale","Age65",18.18581,8.53185,35,9.49783,8.05755
"E36001645","Gatehouse","Males","South East","E07000004","Aylesbury Vale","Age65",15.55698,7.05984,35,9.49783,8.05755
"E36001646","Great Brickhill","Males","South East","E07000004","Aylesbury Vale","Age65",19.04044,11.2732,35,9.49783,8.05755
"E36001647","Great Horwood","Males","South East","E07000004","Aylesbury Vale","Age65",23.95872,14.85499,35,9.49783,8.05755
"E36001648","Grendon Underwood","Males","South East","E07000004","Aylesbury Vale","Age65",19.77911,11.65761,35,9.49783,8.05755
"E36001649","Haddenham","Males","South East","E07000004","Aylesbury Vale","Age65",19.46718,11.05587,35,9.49783,8.05755
"E36001650","Long Crendon","Males","South East","E07000004","Aylesbury Vale","Age65",21.06952,12.90226,35,9.49783,8.05755
"E36001651","Luffield Abbey","Males","South East","E07000004","Aylesbury Vale","Age65",17.6031,10.85989,35,9.49783,8.05755
"E36001652","Mandeville and Elm Farm","Males","South East","E07000004","Aylesbury Vale","Age65",20.08664,10.79579,35,9.49783,8.05755
"E36001653","Marsh Gibbon","Males","South East","E07000004","Aylesbury Vale","Age65",18.08276,11.32753,35,9.49783,8.05755
"E36001654","Newton Longville","Males","South East","E07000004","Aylesbury Vale","Age65",18.99223,10.45645,35,9.49783,8.05755
"E36001655","Oakfield","Males","South East","E07000004","Aylesbury Vale","Age65",20.83954,10.59535,35,9.49783,8.05755
"E36001656","Pitstone","Males","South East","E07000004","Aylesbury Vale","Age65",21.73775,10.78768,35,9.49783,8.05755
"E36001657","Quainton","Males","South East","E07000004","Aylesbury Vale","Age65",20.36602,11.73118,35,9.49783,8.05755
"E36001658","Quarrendon","Males","South East","E07000004","Aylesbury Vale","Age65",14.87615,6.92718,35,9.49783,8.05755
"E36001659","Southcourt","Males","South East","E07000004","Aylesbury Vale","Age65",16.96948,6.79744,35,9.49783,8.05755
"E36001660","Steeple Claydon","Males","South East","E07000004","Aylesbury Vale","Age65",18.6134,9.57058,35,9.49783,8.05755
"E36001661","Stewkley","Males","South East","E07000004","Aylesbury Vale","Age65",21.469,12.43463,35,9.49783,8.05755
"E36001662","Tingewick","Males","South East","E07000004","Aylesbury Vale","Age65",18.75248,11.2519,35,9.49783,8.05755
"E36001663","Waddesdon","Males","South East","E07000004","Aylesbury Vale","Age65",17.54511,9.62795,35,9.49783,8.05755
"E36001664","Walton Court and Hawkslade","Males","South East","E07000004","Aylesbury Vale","Age65",17.16002,7.96939,35,9.49783,8.05755
"E36001665","Weedon","Males","South East","E07000004","Aylesbury Vale","Age65",22.23526,12.59881,35,9.49783,8.05755
"E36001666","Wendover","Males","South East","E07000004","Aylesbury Vale","Age65",19.49906,11.64854,35,9.49783,8.05755
"E36001667","Wing","Males","South East","E07000004","Aylesbury Vale","Age65",18.03507,10.85147,35,9.49783,8.05755
"E36001668","Wingrave","Males","South East","E07000004","Aylesbury Vale","Age65",18.78753,12.06448,35,9.49783,8.05755
"E36001669","Winslow","Males","South East","E07000004","Aylesbury Vale","Age65",20.64413,10.54622,35,9.49783,8.05755
