"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000432","Bishopston","Males","Wales","W06000011","Swansea","Age65",17.60899,10.51743,35,7.41313,7.86935
"W39000433","Bonymaen","Males","Wales","W06000011","Swansea","Age65",15.72348,5.46536,35,7.41313,7.86935
"W39000434","Castle","Males","Wales","W06000011","Swansea","Age65",15.51092,6.34667,35,7.41313,7.86935
"W39000435","Clydach","Males","Wales","W06000011","Swansea","Age65",16.74642,7.5939,35,7.41313,7.86935
"W39000436","Cockett","Males","Wales","W06000011","Swansea","Age65",16.80027,6.7379,35,7.41313,7.86935
"W39000437","Cwmbwrla","Males","Wales","W06000011","Swansea","Age65",17.64968,7.03032,35,7.41313,7.86935
"W39000438","Dunvant","Males","Wales","W06000011","Swansea","Age65",19.09184,9.68816,35,7.41313,7.86935
"W39000439","Fairwood","Males","Wales","W06000011","Swansea","Age65",18.40235,9.58321,35,7.41313,7.86935
"W39000440","Gorseinon","Males","Wales","W06000011","Swansea","Age65",15.07341,5.86792,35,7.41313,7.86935
"W39000441","Gower","Males","Wales","W06000011","Swansea","Age65",18.68715,10.26232,35,7.41313,7.86935
"W39000442","Gowerton","Males","Wales","W06000011","Swansea","Age65",18.09883,8.27637,35,7.41313,7.86935
"W39000443","Killay North","Males","Wales","W06000011","Swansea","Age65",22.22453,12.13435,35,7.41313,7.86935
"W39000444","Killay South","Males","Wales","W06000011","Swansea","Age65",20.46842,9.69898,35,7.41313,7.86935
"W39000445","Kingsbridge","Males","Wales","W06000011","Swansea","Age65",19.49392,8.22725,35,7.41313,7.86935
"W39000446","Landore","Males","Wales","W06000011","Swansea","Age65",16.08187,5.80774,35,7.41313,7.86935
"W39000447","Llangyfelach","Males","Wales","W06000011","Swansea","Age65",20.27995,10.79461,35,7.41313,7.86935
"W39000448","Llansamlet","Males","Wales","W06000011","Swansea","Age65",17.68541,7.6875,35,7.41313,7.86935
"W39000449","Lower Loughor","Males","Wales","W06000011","Swansea","Age65",16.90956,5.95925,35,7.41313,7.86935
"W39000451","Mayals","Males","Wales","W06000011","Swansea","Age65",21.57309,12.21807,35,7.41313,7.86935
"W39000452","Morriston","Males","Wales","W06000011","Swansea","Age65",17.63962,7.60858,35,7.41313,7.86935
"W39000453","Mynyddbach","Males","Wales","W06000011","Swansea","Age65",18.31914,7.8522,35,7.41313,7.86935
"W39000454","Newton","Males","Wales","W06000011","Swansea","Age65",19.85783,12.45303,35,7.41313,7.86935
"W39000455","Oystermouth","Males","Wales","W06000011","Swansea","Age65",20.53528,11.55778,35,7.41313,7.86935
"W39000456","Penclawdd","Males","Wales","W06000011","Swansea","Age65",19.03188,8.26922,35,7.41313,7.86935
"W39000457","Penderry","Males","Wales","W06000011","Swansea","Age65",15.39775,4.58368,35,7.41313,7.86935
"W39000458","Penllergaer","Males","Wales","W06000011","Swansea","Age65",18.8442,8.74968,35,7.41313,7.86935
"W39000459","Pennard","Males","Wales","W06000011","Swansea","Age65",20.70349,12.1743,35,7.41313,7.86935
"W39000460","Penyrheol","Males","Wales","W06000011","Swansea","Age65",14.87335,6.43266,35,7.41313,7.86935
"W39000461","Pontardulais","Males","Wales","W06000011","Swansea","Age65",17.90684,6.94974,35,7.41313,7.86935
"W39000462","Sketty","Males","Wales","W06000011","Swansea","Age65",17.9207,9.51713,35,7.41313,7.86935
"W39000463","St. Thomas","Males","Wales","W06000011","Swansea","Age65",16.68458,5.39165,35,7.41313,7.86935
"W39000464","Townhill","Males","Wales","W06000011","Swansea","Age65",14.8114,4.7241,35,7.41313,7.86935
"W39000465","Uplands","Males","Wales","W06000011","Swansea","Age65",17.90557,8.75909,35,7.41313,7.86935
"W39000466","Upper Loughor","Males","Wales","W06000011","Swansea","Age65",19.81731,8.62357,35,7.41313,7.86935
"W39000467","West Cross","Males","Wales","W06000011","Swansea","Age65",18.78212,9.31368,35,7.41313,7.86935
