"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000103","Abergele Pensarn","Females","Wales","W06000003","Conwy","Age0",79.90433,57.48657,25,9.31228,16.7526
"W39000104","Betws yn Rhos","Females","Wales","W06000003","Conwy","Age0",83.3169,67.45282,25,9.31228,16.7526
"W39000107","Caerhun","Females","Wales","W06000003","Conwy","Age0",86.6256,70.63461,25,9.31228,16.7526
"W39000109","Colwyn","Females","Wales","W06000003","Conwy","Age0",81.83053,63.28566,25,9.31228,16.7526
"W39000110","Conwy","Females","Wales","W06000003","Conwy","Age0",84.50447,67.22409,25,9.31228,16.7526
"W39000111","Craig-y-Don","Females","Wales","W06000003","Conwy","Age0",81.65157,65.22183,25,9.31228,16.7526
"W39000112","Crwst","Females","Wales","W06000003","Conwy","Age0",81.26835,64.03065,25,9.31228,16.7526
"W39000113","Deganwy","Females","Wales","W06000003","Conwy","Age0",83.46563,69.61412,25,9.31228,16.7526
"W39000115","Eirias","Females","Wales","W06000003","Conwy","Age0",83.32066,66.4241,25,9.31228,16.7526
"W39000116","Gele","Females","Wales","W06000003","Conwy","Age0",87.24693,68.34956,25,9.31228,16.7526
"W39000117","Glyn","Females","Wales","W06000003","Conwy","Age0",81.05957,60.83374,25,9.31228,16.7526
"W39000118","Gogarth","Females","Wales","W06000003","Conwy","Age0",79.41095,63.35228,25,9.31228,16.7526
"W39000120","Kinmel Bay","Females","Wales","W06000003","Conwy","Age0",81.5937,58.38877,25,9.31228,16.7526
"W39000122","Llandrillo yn Rhos","Females","Wales","W06000003","Conwy","Age0",81.57731,65.0816,25,9.31228,16.7526
"W39000124","Llansanffraid","Females","Wales","W06000003","Conwy","Age0",87.4872,72.9765,25,9.31228,16.7526
"W39000126","Llysfaen","Females","Wales","W06000003","Conwy","Age0",82.22426,62.40121,25,9.31228,16.7526
"W39000127","Marl","Females","Wales","W06000003","Conwy","Age0",82.28887,68.1464,25,9.31228,16.7526
"W39000129","Mostyn","Females","Wales","W06000003","Conwy","Age0",80.4013,61.14554,25,9.31228,16.7526
"W39000131","Pant-yr-afon/Penmaenan","Females","Wales","W06000003","Conwy","Age0",85.46719,66.14543,25,9.31228,16.7526
"W39000132","Penrhyn","Females","Wales","W06000003","Conwy","Age0",84.54638,69.48573,25,9.31228,16.7526
"W39000133","Pensarn","Females","Wales","W06000003","Conwy","Age0",85.68183,68.18106,25,9.31228,16.7526
"W39000134","Pentre Mawr","Females","Wales","W06000003","Conwy","Age0",83.86728,64.17408,25,9.31228,16.7526
"W39000135","Rhiw","Females","Wales","W06000003","Conwy","Age0",81.46239,65.09507,25,9.31228,16.7526
"W39000136","Towyn","Females","Wales","W06000003","Conwy","Age0",78.17492,56.2239,25,9.31228,16.7526
"W39000138","Tudno","Females","Wales","W06000003","Conwy","Age0",82.50323,62.50939,25,9.31228,16.7526
