"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36005659","Claygate","Females","South East","E07000207","Elmbridge","Age0",87.16386,72.54664,22,12.39945,9.85893
"E36005660","Cobham and Downside","Females","South East","E07000207","Elmbridge","Age0",85.47715,72.76492,22,12.39945,9.85893
"E36005661","Cobham Fairmile","Females","South East","E07000207","Elmbridge","Age0",90.49271,74.90634,22,12.39945,9.85893
"E36005662","Esher","Females","South East","E07000207","Elmbridge","Age0",83.71417,72.18117,22,12.39945,9.85893
"E36005663","Hersham North","Females","South East","E07000207","Elmbridge","Age0",84.76872,68.45541,22,12.39945,9.85893
"E36005664","Hersham South","Females","South East","E07000207","Elmbridge","Age0",83.76027,70.81665,22,12.39945,9.85893
"E36005665","Hinchley Wood","Females","South East","E07000207","Elmbridge","Age0",88.27298,75.92107,22,12.39945,9.85893
"E36005666","Long Ditton","Females","South East","E07000207","Elmbridge","Age0",86.20954,72.31167,22,12.39945,9.85893
"E36005667","Molesey East","Females","South East","E07000207","Elmbridge","Age0",85.02697,73.68057,22,12.39945,9.85893
"E36005668","Molesey North","Females","South East","E07000207","Elmbridge","Age0",84.16145,69.03241,22,12.39945,9.85893
"E36005669","Molesey South","Females","South East","E07000207","Elmbridge","Age0",82.85362,66.49907,22,12.39945,9.85893
"E36005670","Oatlands Park","Females","South East","E07000207","Elmbridge","Age0",87.30149,74.80804,22,12.39945,9.85893
"E36005671","Oxshott and Stoke D'Abernon","Females","South East","E07000207","Elmbridge","Age0",86.56448,74.30476,22,12.39945,9.85893
"E36005672","St George's Hill","Females","South East","E07000207","Elmbridge","Age0",82.72113,72.75453,22,12.39945,9.85893
"E36005673","Thames Ditton","Females","South East","E07000207","Elmbridge","Age0",84.32164,72.81086,22,12.39945,9.85893
"E36005674","Walton Ambleside","Females","South East","E07000207","Elmbridge","Age0",91.10514,68.18315,22,12.39945,9.85893
"E36005675","Walton Central","Females","South East","E07000207","Elmbridge","Age0",86.27656,70.2041,22,12.39945,9.85893
"E36005676","Walton North","Females","South East","E07000207","Elmbridge","Age0",84.39691,66.40841,22,12.39945,9.85893
"E36005677","Walton South","Females","South East","E07000207","Elmbridge","Age0",83.4443,71.00927,22,12.39945,9.85893
"E36005678","Weston Green","Females","South East","E07000207","Elmbridge","Age0",89.66434,76.26734,22,12.39945,9.85893
"E36005679","Weybridge North","Females","South East","E07000207","Elmbridge","Age0",78.70569,66.51784,22,12.39945,9.85893
"E36005680","Weybridge South","Females","South East","E07000207","Elmbridge","Age0",85.71152,72.68201,22,12.39945,9.85893
