"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36000560","Backwell","Females","South West","E06000024","North Somerset","Age0",85.49645,72.16623,36,16.51405,17.92743
"E36000561","Banwell and Winscombe","Females","South West","E06000024","North Somerset","Age0",83.67391,67.88649,36,16.51405,17.92743
"E36000562","Blagdon and Churchill","Females","South West","E06000024","North Somerset","Age0",86.38053,73.40821,36,16.51405,17.92743
"E36000563","Clevedon Central","Females","South West","E06000024","North Somerset","Age0",85.32352,66.12907,36,16.51405,17.92743
"E36000564","Clevedon East","Females","South West","E06000024","North Somerset","Age0",86.20913,67.7153,36,16.51405,17.92743
"E36000565","Clevedon North","Females","South West","E06000024","North Somerset","Age0",85.51138,69.30674,36,16.51405,17.92743
"E36000566","Clevedon South","Females","South West","E06000024","North Somerset","Age0",88.53212,70.14814,36,16.51405,17.92743
"E36000567","Clevedon Walton","Females","South West","E06000024","North Somerset","Age0",82.76387,70.47606,36,16.51405,17.92743
"E36000568","Clevedon West","Females","South West","E06000024","North Somerset","Age0",87.69138,71.14552,36,16.51405,17.92743
"E36000569","Clevedon Yeo","Females","South West","E06000024","North Somerset","Age0",93.10215,71.6467,36,16.51405,17.92743
"E36000570","Congresbury","Females","South West","E06000024","North Somerset","Age0",81.90742,67.31599,36,16.51405,17.92743
"E36000571","Easton-in-Gordano","Females","South West","E06000024","North Somerset","Age0",81.03557,70.74281,36,16.51405,17.92743
"E36000572","Gordano","Females","South West","E06000024","North Somerset","Age0",88.73835,72.4096,36,16.51405,17.92743
"E36000573","Hutton and Locking","Females","South West","E06000024","North Somerset","Age0",88.64902,68.94596,36,16.51405,17.92743
"E36000574","Kewstoke","Females","South West","E06000024","North Somerset","Age0",83.09291,64.98325,36,16.51405,17.92743
"E36000575","Nailsea East","Females","South West","E06000024","North Somerset","Age0",84.70784,71.08693,36,16.51405,17.92743
"E36000576","Nailsea North and West","Females","South West","E06000024","North Somerset","Age0",89.22129,69.6762,36,16.51405,17.92743
"E36000577","Pill","Females","South West","E06000024","North Somerset","Age0",82.13691,63.72997,36,16.51405,17.92743
"E36000578","Portishead Central","Females","South West","E06000024","North Somerset","Age0",88.12968,71.28246,36,16.51405,17.92743
"E36000579","Portishead Coast","Females","South West","E06000024","North Somerset","Age0",76.93465,67.03634,36,16.51405,17.92743
"E36000580","Portishead East","Females","South West","E06000024","North Somerset","Age0",85.79495,70.49004,36,16.51405,17.92743
"E36000581","Portishead Redcliffe Bay","Females","South West","E06000024","North Somerset","Age0",89.90063,74.20219,36,16.51405,17.92743
"E36000582","Portishead South and North","Females","South West","E06000024","North Somerset","Age0",87.25263,67.82604,36,16.51405,17.92743
"E36000583","Portishead West","Females","South West","E06000024","North Somerset","Age0",88.57554,71.13567,36,16.51405,17.92743
"E36000584","Weston-super-Mare Central","Females","South West","E06000024","North Somerset","Age0",76.5881,56.59602,36,16.51405,17.92743
"E36000585","Weston-super-Mare Clarence","Females","South West","E06000024","North Somerset","Age0",80.79531,64.77394,36,16.51405,17.92743
"E36000586","Weston-super-Mare East","Females","South West","E06000024","North Somerset","Age0",82.81588,63.19005,36,16.51405,17.92743
"E36000587","Weston-super-Mare Milton an","Females","South West","E06000024","North Somerset","Age0",87.83796,67.9369,36,16.51405,17.92743
"E36000588","Weston-super-Mare North Wor","Females","South West","E06000024","North Somerset","Age0",86.99644,66.61514,36,16.51405,17.92743
"E36000589","Weston-super-Mare South","Females","South West","E06000024","North Somerset","Age0",81.2789,56.27476,36,16.51405,17.92743
"E36000590","Weston-super-Mare South Wor","Females","South West","E06000024","North Somerset","Age0",84.00166,63.41052,36,16.51405,17.92743
"E36000591","Weston-super-Mare West","Females","South West","E06000024","North Somerset","Age0",80.5938,63.02791,36,16.51405,17.92743
"E36000592","Winford","Females","South West","E06000024","North Somerset","Age0",89.90419,72.22847,36,16.51405,17.92743
"E36000593","Wraxall and Long Ashton","Females","South West","E06000024","North Somerset","Age0",85.62276,70.99133,36,16.51405,17.92743
"E36000594","Wrington","Females","South West","E06000024","North Somerset","Age0",86.77869,72.25234,36,16.51405,17.92743
"E36000595","Yatton","Females","South West","E06000024","North Somerset","Age0",83.52291,68.60135,36,16.51405,17.92743
