"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36006907","Bilston East","Females","West Midlands","E08000031","Wolverhampton","Age0",79.94629,55.40152,20,6.65055,14.54012
"E36006908","Bilston North","Females","West Midlands","E08000031","Wolverhampton","Age0",80.81485,58.5523,20,6.65055,14.54012
"E36006909","Blakenhall","Females","West Midlands","E08000031","Wolverhampton","Age0",80.11731,57.05542,20,6.65055,14.54012
"E36006910","Bushbury North","Females","West Midlands","E08000031","Wolverhampton","Age0",83.68155,61.37382,20,6.65055,14.54012
"E36006911","Bushbury South and Low Hill","Females","West Midlands","E08000031","Wolverhampton","Age0",79.10086,54.80078,20,6.65055,14.54012
"E36006912","East Park","Females","West Midlands","E08000031","Wolverhampton","Age0",80.4128,55.72737,20,6.65055,14.54012
"E36006913","Ettingshall","Females","West Midlands","E08000031","Wolverhampton","Age0",82.00385,56.42902,20,6.65055,14.54012
"E36006914","Fallings Park","Females","West Midlands","E08000031","Wolverhampton","Age0",83.07502,60.23662,20,6.65055,14.54012
"E36006915","Graiseley","Females","West Midlands","E08000031","Wolverhampton","Age0",80.96379,58.09541,20,6.65055,14.54012
"E36006916","Heath Town","Females","West Midlands","E08000031","Wolverhampton","Age0",79.12312,55.21603,20,6.65055,14.54012
"E36006917","Merry Hill","Females","West Midlands","E08000031","Wolverhampton","Age0",83.15127,64.62445,20,6.65055,14.54012
"E36006918","Oxley","Females","West Midlands","E08000031","Wolverhampton","Age0",81.72366,59.84149,20,6.65055,14.54012
"E36006919","Park","Females","West Midlands","E08000031","Wolverhampton","Age0",79.33268,59.74443,20,6.65055,14.54012
"E36006920","Penn","Females","West Midlands","E08000031","Wolverhampton","Age0",82.62082,65.49607,20,6.65055,14.54012
"E36006921","Spring Vale","Females","West Midlands","E08000031","Wolverhampton","Age0",82.34457,59.34184,20,6.65055,14.54012
"E36006922","St Peter's","Females","West Midlands","E08000031","Wolverhampton","Age0",80.67872,53.22799,20,6.65055,14.54012
"E36006923","Tettenhall Regis","Females","West Midlands","E08000031","Wolverhampton","Age0",82.70789,64.98046,20,6.65055,14.54012
"E36006924","Tettenhall Wightwick","Females","West Midlands","E08000031","Wolverhampton","Age0",85.75141,67.76811,20,6.65055,14.54012
"E36006925","Wednesfield North","Females","West Midlands","E08000031","Wolverhampton","Age0",82.81524,60.29908,20,6.65055,14.54012
"E36006926","Wednesfield South","Females","West Midlands","E08000031","Wolverhampton","Age0",82.61899,60.27569,20,6.65055,14.54012
