"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000228","Acton","Females","Wales","W06000006","Wrexham","Age0",85.99818,60.93801,45,20.22269,23.32048
"W39000229","Borras Park","Females","Wales","W06000006","Wrexham","Age0",86.21177,69.9814,45,20.22269,23.32048
"W39000230","Bronington","Females","Wales","W06000006","Wrexham","Age0",87.35945,69.87577,45,20.22269,23.32048
"W39000231","Brymbo","Females","Wales","W06000006","Wrexham","Age0",80.02911,62.62409,45,20.22269,23.32048
"W39000232","Bryn Cefn","Females","Wales","W06000006","Wrexham","Age0",80.02901,60.94325,45,20.22269,23.32048
"W39000233","Brynyffynnon","Females","Wales","W06000006","Wrexham","Age0",82.28312,61.90178,45,20.22269,23.32048
"W39000234","Cartrefle","Females","Wales","W06000006","Wrexham","Age0",78.98441,55.32149,45,20.22269,23.32048
"W39000235","Cefn","Females","Wales","W06000006","Wrexham","Age0",80.92163,58.85313,45,20.22269,23.32048
"W39000236","Chirk North","Females","Wales","W06000006","Wrexham","Age0",82.52531,61.79899,45,20.22269,23.32048
"W39000237","Chirk South","Females","Wales","W06000006","Wrexham","Age0",82.41936,66.04966,45,20.22269,23.32048
"W39000238","Coedpoeth","Females","Wales","W06000006","Wrexham","Age0",82.47935,63.4168,45,20.22269,23.32048
"W39000239","Dyffryn Ceiriog/Ceiriog Val","Females","Wales","W06000006","Wrexham","Age0",85.64407,68.41436,45,20.22269,23.32048
"W39000240","Erddig","Females","Wales","W06000006","Wrexham","Age0",81.53614,68.73434,45,20.22269,23.32048
"W39000241","Esclusham","Females","Wales","W06000006","Wrexham","Age0",89.1444,63.48716,45,20.22269,23.32048
"W39000242","Garden Village","Females","Wales","W06000006","Wrexham","Age0",89.39955,72.62083,45,20.22269,23.32048
"W39000243","Gresford East and West","Females","Wales","W06000006","Wrexham","Age0",85.4914,69.31494,45,20.22269,23.32048
"W39000244","Grosvenor","Females","Wales","W06000006","Wrexham","Age0",76.54166,60.97856,45,20.22269,23.32048
"W39000246","Gwersyllt East and South","Females","Wales","W06000006","Wrexham","Age0",86.87559,63.67498,45,20.22269,23.32048
"W39000247","Gwersyllt North","Females","Wales","W06000006","Wrexham","Age0",80.34402,60.29729,45,20.22269,23.32048
"W39000248","Gwersyllt West","Females","Wales","W06000006","Wrexham","Age0",72.58467,56.7583,45,20.22269,23.32048
"W39000249","Hermitage","Females","Wales","W06000006","Wrexham","Age0",77.29994,57.42742,45,20.22269,23.32048
"W39000250","Holt","Females","Wales","W06000006","Wrexham","Age0",81.64615,65.01397,45,20.22269,23.32048
"W39000251","Johnstown","Females","Wales","W06000006","Wrexham","Age0",85.06448,64.34734,45,20.22269,23.32048
"W39000252","Little Acton","Females","Wales","W06000006","Wrexham","Age0",84.87048,68.40848,45,20.22269,23.32048
"W39000253","Llangollen Rural","Females","Wales","W06000006","Wrexham","Age0",86.44417,64.60562,45,20.22269,23.32048
"W39000254","Llay","Females","Wales","W06000006","Wrexham","Age0",78.77225,62.05963,45,20.22269,23.32048
"W39000256","Marchwiel","Females","Wales","W06000006","Wrexham","Age0",84.09919,68.25579,45,20.22269,23.32048
"W39000257","Marford and Hoseley","Females","Wales","W06000006","Wrexham","Age0",89.83715,74.18469,45,20.22269,23.32048
"W39000258","Minera","Females","Wales","W06000006","Wrexham","Age0",85.24984,65.97751,45,20.22269,23.32048
"W39000259","New Broughton","Females","Wales","W06000006","Wrexham","Age0",80.95334,60.02438,45,20.22269,23.32048
"W39000260","Offa","Females","Wales","W06000006","Wrexham","Age0",83.402,63.64257,45,20.22269,23.32048
"W39000261","Overton","Females","Wales","W06000006","Wrexham","Age0",85.30249,67.88839,45,20.22269,23.32048
"W39000262","Pant","Females","Wales","W06000006","Wrexham","Age0",78.30194,59.57697,45,20.22269,23.32048
"W39000263","Penycae","Females","Wales","W06000006","Wrexham","Age0",90.77836,57.73458,45,20.22269,23.32048
"W39000264","Penycae and Ruabon South","Females","Wales","W06000006","Wrexham","Age0",87.40143,66.9444,45,20.22269,23.32048
"W39000265","Plas Madoc","Females","Wales","W06000006","Wrexham","Age0",75.84582,50.86421,45,20.22269,23.32048
"W39000266","Ponciau","Females","Wales","W06000006","Wrexham","Age0",83.01788,61.54398,45,20.22269,23.32048
"W39000267","Queensway","Females","Wales","W06000006","Wrexham","Age0",79.54453,51.81524,45,20.22269,23.32048
"W39000268","Rhosnesni","Females","Wales","W06000006","Wrexham","Age0",85.50013,68.51108,45,20.22269,23.32048
"W39000269","Rossett","Females","Wales","W06000006","Wrexham","Age0",84.30012,69.50575,45,20.22269,23.32048
"W39000270","Ruabon","Females","Wales","W06000006","Wrexham","Age0",81.93587,61.51278,45,20.22269,23.32048
"W39000271","Smithfield","Females","Wales","W06000006","Wrexham","Age0",79.66233,58.68155,45,20.22269,23.32048
"W39000272","Stansty","Females","Wales","W06000006","Wrexham","Age0",92.80736,66.18686,45,20.22269,23.32048
"W39000273","Whitegate","Females","Wales","W06000006","Wrexham","Age0",82.29171,61.48792,45,20.22269,23.32048
"W39000274","Wynnstay","Females","Wales","W06000006","Wrexham","Age0",80.22206,51.29083,45,20.22269,23.32048
