"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000858","Bedlinog","Females","Wales","W06000024","Merthyr Tydfil","Age0",82.62317,58.17592,11,5.87591,9.32564
"W39000859","Cyfarthfa","Females","Wales","W06000024","Merthyr Tydfil","Age0",80.47083,57.92569,11,5.87591,9.32564
"W39000860","Dowlais","Females","Wales","W06000024","Merthyr Tydfil","Age0",79.92676,55.47719,11,5.87591,9.32564
"W39000861","Gurnos","Females","Wales","W06000024","Merthyr Tydfil","Age0",77.8311,50.4909,11,5.87591,9.32564
"W39000862","Merthyr Vale","Females","Wales","W06000024","Merthyr Tydfil","Age0",80.66253,54.65017,11,5.87591,9.32564
"W39000863","Park","Females","Wales","W06000024","Merthyr Tydfil","Age0",79.90526,59.45045,11,5.87591,9.32564
"W39000864","Penydarren","Females","Wales","W06000024","Merthyr Tydfil","Age0",83.27885,54.46501,11,5.87591,9.32564
"W39000865","Plymouth","Females","Wales","W06000024","Merthyr Tydfil","Age0",79.26854,57.48497,11,5.87591,9.32564
"W39000866","Town","Females","Wales","W06000024","Merthyr Tydfil","Age0",82.03292,59.47846,11,5.87591,9.32564
"W39000867","Treharris","Females","Wales","W06000024","Merthyr Tydfil","Age0",81.62154,59.72723,11,5.87591,9.32564
"W39000868","Vaynor","Females","Wales","W06000024","Merthyr Tydfil","Age0",83.70701,59.81654,11,5.87591,9.32564
