"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000001","Aberffraw|Rhosneigr","Females","Wales","W06000001","Isle of Anglesey","Age0",83.43052,66.03418,12,6.16573,11.66868
"W39000002","Amlwch Port","Females","Wales","W06000001","Isle of Anglesey","Age0",81.20721,60.49273,12,6.16573,11.66868
"W39000012","Cwm Cadnant","Females","Wales","W06000001","Isle of Anglesey","Age0",84.06064,71.64386,12,6.16573,11.66868
"W39000013","Cyngar","Females","Wales","W06000001","Isle of Anglesey","Age0",79.58401,63.27831,12,6.16573,11.66868
"W39000020","Llaneilian","Females","Wales","W06000001","Isle of Anglesey","Age0",82.93183,62.65409,12,6.16573,11.66868
"W39000022","Llanfair-yn-Neubwll","Females","Wales","W06000001","Isle of Anglesey","Age0",79.73328,59.97518,12,6.16573,11.66868
"W39000028","Maeshyfryd","Females","Wales","W06000001","Isle of Anglesey","Age0",80.63401,60.51408,12,6.16573,11.66868
"W39000034","Porthyfelin","Females","Wales","W06000001","Isle of Anglesey","Age0",80.05261,61.48648,12,6.16573,11.66868
"W39000035","Rhosyr","Females","Wales","W06000001","Isle of Anglesey","Age0",85.74974,66.16175,12,6.16573,11.66868
"W39000036","Trearddur","Females","Wales","W06000001","Isle of Anglesey","Age0",84.71619,68.52674,12,6.16573,11.66868
"W39000038","Tysilio","Females","Wales","W06000001","Isle of Anglesey","Age0",85.14645,66.97733,12,6.16573,11.66868
"W39000039","Valley","Females","Wales","W06000001","Isle of Anglesey","Age0",82.72397,66.11848,12,6.16573,11.66868
