"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000510","Aberkenfig","Females","Wales","W06000013","Bridgend","Age0",78.84801,61.13105,31,8.88998,18.62389
"W39000511","Bettws","Females","Wales","W06000013","Bridgend","Age0",77.97023,48.97013,31,8.88998,18.62389
"W39000512","Blackmill","Females","Wales","W06000013","Bridgend","Age0",76.11135,54.29364,31,8.88998,18.62389
"W39000514","Brackla|Coity","Females","Wales","W06000013","Bridgend","Age0",85.00133,64.17015,31,8.88998,18.62389
"W39000516","Bryncoch","Females","Wales","W06000013","Bridgend","Age0",82.38644,56.72144,31,8.88998,18.62389
"W39000517","Bryntirion| Laleston and Me","Females","Wales","W06000013","Bridgend","Age0",84.90072,65.02655,31,8.88998,18.62389
"W39000518","Caerau","Females","Wales","W06000013","Bridgend","Age0",80.30155,52.53277,31,8.88998,18.62389
"W39000521","Cornelly","Females","Wales","W06000013","Bridgend","Age0",78.4201,58.22988,31,8.88998,18.62389
"W39000523","Felindre","Females","Wales","W06000013","Bridgend","Age0",79.99481,60.62517,31,8.88998,18.62389
"W39000524","Hendre","Females","Wales","W06000013","Bridgend","Age0",84.17777,64.85487,31,8.88998,18.62389
"W39000525","Litchard","Females","Wales","W06000013","Bridgend","Age0",83.7945,67.06402,31,8.88998,18.62389
"W39000527","Llangewydd and Brynhyfryd","Females","Wales","W06000013","Bridgend","Age0",82.63473,60.97851,31,8.88998,18.62389
"W39000528","Llangynwyd","Females","Wales","W06000013","Bridgend","Age0",82.63184,60.97087,31,8.88998,18.62389
"W39000529","Maesteg East","Females","Wales","W06000013","Bridgend","Age0",82.2741,58.16489,31,8.88998,18.62389
"W39000530","Maesteg West","Females","Wales","W06000013","Bridgend","Age0",79.91647,56.3995,31,8.88998,18.62389
"W39000531","Morfa","Females","Wales","W06000013","Bridgend","Age0",80.98413,57.72751,31,8.88998,18.62389
"W39000532","Nant-y-moel","Females","Wales","W06000013","Bridgend","Age0",80.78124,55.79117,31,8.88998,18.62389
"W39000533","Newcastle","Females","Wales","W06000013","Bridgend","Age0",83.32535,62.00601,31,8.88998,18.62389
"W39000534","Newton","Females","Wales","W06000013","Bridgend","Age0",84.89804,66.50788,31,8.88998,18.62389
"W39000535","Nottage","Females","Wales","W06000013","Bridgend","Age0",83.67287,67.10975,31,8.88998,18.62389
"W39000536","Ogmore Vale","Females","Wales","W06000013","Bridgend","Age0",80.51857,59.08754,31,8.88998,18.62389
"W39000537","Oldcastle","Females","Wales","W06000013","Bridgend","Age0",83.09811,64.47099,31,8.88998,18.62389
"W39000539","Penprysg","Females","Wales","W06000013","Bridgend","Age0",83.16452,62.31586,31,8.88998,18.62389
"W39000540","Pen-y-fai","Females","Wales","W06000013","Bridgend","Age0",84.25445,67.59402,31,8.88998,18.62389
"W39000541","Pontycymmer","Females","Wales","W06000013","Bridgend","Age0",77.6648,57.94682,31,8.88998,18.62389
"W39000542","Porthcawl East Central","Females","Wales","W06000013","Bridgend","Age0",82.89051,59.30263,31,8.88998,18.62389
"W39000543","Porthcawl West Central","Females","Wales","W06000013","Bridgend","Age0",81.92743,61.6424,31,8.88998,18.62389
"W39000544","Pyle","Females","Wales","W06000013","Bridgend","Age0",80.29298,57.90566,31,8.88998,18.62389
"W39000545","Rest Bay","Females","Wales","W06000013","Bridgend","Age0",82.77475,67.23711,31,8.88998,18.62389
"W39000546","Sarn","Females","Wales","W06000013","Bridgend","Age0",81.65933,56.58683,31,8.88998,18.62389
"W39000547","Ynysawdre","Females","Wales","W06000013","Bridgend","Age0",77.39325,59.12336,31,8.88998,18.62389
