"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36004067","Bosworth","Females","East Midlands","E07000131","Harborough","Age0",83.50391,69.08068,23,15.72334,13.49451
"E36004068","Broughton Astley-Astley","Females","East Midlands","E07000131","Harborough","Age0",91.71621,69.49359,23,15.72334,13.49451
"E36004069","Broughton Astley-Broughton","Females","East Midlands","E07000131","Harborough","Age0",93.36394,78.24069,23,15.72334,13.49451
"E36004071","Broughton Astley-Sutton","Females","East Midlands","E07000131","Harborough","Age0",78.08671,67.22972,23,15.72334,13.49451
"E36004072","Dunton","Females","East Midlands","E07000131","Harborough","Age0",89.11653,74.29485,23,15.72334,13.49451
"E36004073","Fleckney","Females","East Midlands","E07000131","Harborough","Age0",86.98513,70.2669,23,15.72334,13.49451
"E36004074","Glen","Females","East Midlands","E07000131","Harborough","Age0",90.09586,73.65926,23,15.72334,13.49451
"E36004075","Kibworth","Females","East Midlands","E07000131","Harborough","Age0",86.13693,72.19499,23,15.72334,13.49451
"E36004076","Lubenham","Females","East Midlands","E07000131","Harborough","Age0",77.6406,64.74618,23,15.72334,13.49451
"E36004077","Lutterworth Brookfield","Females","East Midlands","E07000131","Harborough","Age0",91.89003,72.59916,23,15.72334,13.49451
"E36004078","Lutterworth Orchard","Females","East Midlands","E07000131","Harborough","Age0",82.37924,67.89923,23,15.72334,13.49451
"E36004079","Lutterworth Springs","Females","East Midlands","E07000131","Harborough","Age0",84.61823,66.42394,23,15.72334,13.49451
"E36004080","Lutterworth Swift","Females","East Midlands","E07000131","Harborough","Age0",91.58363,70.53445,23,15.72334,13.49451
"E36004081","Market Harborough-Great Bow","Females","East Midlands","E07000131","Harborough","Age0",84.56436,67.5608,23,15.72334,13.49451
"E36004082","Market Harborough-Little Bo","Females","East Midlands","E07000131","Harborough","Age0",83.86985,71.24841,23,15.72334,13.49451
"E36004083","Market Harborough-Logan","Females","East Midlands","E07000131","Harborough","Age0",82.40442,68.45045,23,15.72334,13.49451
"E36004084","Market Harborough-Welland","Females","East Midlands","E07000131","Harborough","Age0",83.60756,66.22239,23,15.72334,13.49451
"E36004085","Misterton","Females","East Midlands","E07000131","Harborough","Age0",89.041,71.39929,23,15.72334,13.49451
"E36004086","Nevill","Females","East Midlands","E07000131","Harborough","Age0",88.09853,74.41376,23,15.72334,13.49451
"E36004087","Peatling","Females","East Midlands","E07000131","Harborough","Age0",85.11249,72.05447,23,15.72334,13.49451
"E36004088","Thurnby and Houghton","Females","East Midlands","E07000131","Harborough","Age0",86.5648,72.02807,23,15.72334,13.49451
"E36004089","Tilton","Females","East Midlands","E07000131","Harborough","Age0",90.34248,75.50659,23,15.72334,13.49451
"E36004090","Ullesthorpe","Females","East Midlands","E07000131","Harborough","Age0",84.82963,69.99117,23,15.72334,13.49451
