"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000468","Aberavon","Females","Wales","W06000012","Neath Port Talbot","Age0",79.77367,54.59104,32,9.22964,15.88157
"W39000469","Aberdulais","Females","Wales","W06000012","Neath Port Talbot","Age0",82.54779,59.58455,32,9.22964,15.88157
"W39000470","Allt-wen","Females","Wales","W06000012","Neath Port Talbot","Age0",82.01018,61.03176,32,9.22964,15.88157
"W39000471","Baglan","Females","Wales","W06000012","Neath Port Talbot","Age0",83.99606,63.64063,32,9.22964,15.88157
"W39000472","Blaengwrach","Females","Wales","W06000012","Neath Port Talbot","Age0",82.0155,58.33937,32,9.22964,15.88157
"W39000473","Briton Ferry East","Females","Wales","W06000012","Neath Port Talbot","Age0",79.17989,57.83732,32,9.22964,15.88157
"W39000474","Briton Ferry West","Females","Wales","W06000012","Neath Port Talbot","Age0",79.92283,54.62251,32,9.22964,15.88157
"W39000475","Bryn and Cwmavon","Females","Wales","W06000012","Neath Port Talbot","Age0",80.57771,58.05492,32,9.22964,15.88157
"W39000476","Bryn-coch North","Females","Wales","W06000012","Neath Port Talbot","Age0",85.48762,66.23868,32,9.22964,15.88157
"W39000477","Bryn-coch South","Females","Wales","W06000012","Neath Port Talbot","Age0",82.2256,63.70781,32,9.22964,15.88157
"W39000479","Cimla","Females","Wales","W06000012","Neath Port Talbot","Age0",82.5078,62.50006,32,9.22964,15.88157
"W39000480","Coedffranc Central","Females","Wales","W06000012","Neath Port Talbot","Age0",80.55793,58.14414,32,9.22964,15.88157
"W39000481","Coedffranc North","Females","Wales","W06000012","Neath Port Talbot","Age0",81.52086,61.4953,32,9.22964,15.88157
"W39000482","Coedffranc West","Females","Wales","W06000012","Neath Port Talbot","Age0",82.72996,63.03178,32,9.22964,15.88157
"W39000485","Cymmer","Females","Wales","W06000012","Neath Port Talbot","Age0",76.3927,51.96197,32,9.22964,15.88157
"W39000486","Dyffryn","Females","Wales","W06000012","Neath Port Talbot","Age0",81.56889,60.11622,32,9.22964,15.88157
"W39000488","Glynneath","Females","Wales","W06000012","Neath Port Talbot","Age0",82.20251,58.32906,32,9.22964,15.88157
"W39000490","Gwaun-Cae-Gurwen","Females","Wales","W06000012","Neath Port Talbot","Age0",79.82393,54.61191,32,9.22964,15.88157
"W39000493","Margam","Females","Wales","W06000012","Neath Port Talbot","Age0",85.25522,61.79706,32,9.22964,15.88157
"W39000494","Neath East","Females","Wales","W06000012","Neath Port Talbot","Age0",80.82911,54.97721,32,9.22964,15.88157
"W39000495","Neath North","Females","Wales","W06000012","Neath Port Talbot","Age0",79.79342,56.89458,32,9.22964,15.88157
"W39000496","Neath South","Females","Wales","W06000012","Neath Port Talbot","Age0",85.62234,60.13238,32,9.22964,15.88157
"W39000499","Pontardawe","Females","Wales","W06000012","Neath Port Talbot","Age0",80.77717,59.44508,32,9.22964,15.88157
"W39000500","Port Talbot","Females","Wales","W06000012","Neath Port Talbot","Age0",79.42663,60.51703,32,9.22964,15.88157
"W39000501","Resolven","Females","Wales","W06000012","Neath Port Talbot","Age0",80.88733,57.87369,32,9.22964,15.88157
"W39000502","Rhos","Females","Wales","W06000012","Neath Port Talbot","Age0",84.2166,64.05613,32,9.22964,15.88157
"W39000503","Sandfields East","Females","Wales","W06000012","Neath Port Talbot","Age0",78.89197,54.78495,32,9.22964,15.88157
"W39000504","Sandfields West","Females","Wales","W06000012","Neath Port Talbot","Age0",78.68481,50.35711,32,9.22964,15.88157
"W39000505","Seven Sisters","Females","Wales","W06000012","Neath Port Talbot","Age0",81.20532,58.36569,32,9.22964,15.88157
"W39000506","Tai-bach","Females","Wales","W06000012","Neath Port Talbot","Age0",81.01105,57.79483,32,9.22964,15.88157
"W39000507","Tonna","Females","Wales","W06000012","Neath Port Talbot","Age0",79.93515,63.12866,32,9.22964,15.88157
"W39000509","Ystalyfera","Females","Wales","W06000012","Neath Port Talbot","Age0",82.93148,56.37584,32,9.22964,15.88157
