"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36007619","Cann Hall","Females","London","E09000031","Waltham Forest","Age0",81.76741,59.22326,20,7.79523,9.39212
"E36007620","Cathall","Females","London","E09000031","Waltham Forest","Age0",82.32106,57.83551,20,7.79523,9.39212
"E36007621","Chapel End","Females","London","E09000031","Waltham Forest","Age0",84.63212,62.9958,20,7.79523,9.39212
"E36007622","Chingford Green","Females","London","E09000031","Waltham Forest","Age0",83.72944,65.97931,20,7.79523,9.39212
"E36007623","Endlebury","Females","London","E09000031","Waltham Forest","Age0",88.50452,67.15072,20,7.79523,9.39212
"E36007624","Forest","Females","London","E09000031","Waltham Forest","Age0",83.71055,61.15363,20,7.79523,9.39212
"E36007625","Grove Green","Females","London","E09000031","Waltham Forest","Age0",85.58641,60.99404,20,7.79523,9.39212
"E36007626","Hale End and Highams Park","Females","London","E09000031","Waltham Forest","Age0",87.17119,66.84954,20,7.79523,9.39212
"E36007627","Hatch Lane","Females","London","E09000031","Waltham Forest","Age0",81.22977,62.51449,20,7.79523,9.39212
"E36007628","High Street","Females","London","E09000031","Waltham Forest","Age0",84.85251,60.26932,20,7.79523,9.39212
"E36007629","Higham Hill","Females","London","E09000031","Waltham Forest","Age0",82.25905,57.95386,20,7.79523,9.39212
"E36007630","Hoe Street","Females","London","E09000031","Waltham Forest","Age0",82.19235,59.79728,20,7.79523,9.39212
"E36007631","Larkswood","Females","London","E09000031","Waltham Forest","Age0",84.79236,63.92333,20,7.79523,9.39212
"E36007632","Lea Bridge","Females","London","E09000031","Waltham Forest","Age0",80.76179,57.92554,20,7.79523,9.39212
"E36007633","Leyton","Females","London","E09000031","Waltham Forest","Age0",82.46929,57.7586,20,7.79523,9.39212
"E36007634","Leytonstone","Females","London","E09000031","Waltham Forest","Age0",80.70929,62.39019,20,7.79523,9.39212
"E36007635","Markhouse","Females","London","E09000031","Waltham Forest","Age0",82.21504,58.43464,20,7.79523,9.39212
"E36007636","Valley","Females","London","E09000031","Waltham Forest","Age0",85.34454,62.48842,20,7.79523,9.39212
"E36007637","William Morris","Females","London","E09000031","Waltham Forest","Age0",84.38231,59.69735,20,7.79523,9.39212
"E36007638","Wood Street","Females","London","E09000031","Waltham Forest","Age0",82.55266,60.81844,20,7.79523,9.39212
