"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36002949","Alvington| Aylburton and We","Females","South West","E07000080","Forest of Dean","Age0",89.85135,69.55898,16,9.8903,12.70485
"E36002953","Bream","Females","South West","E07000080","Forest of Dean","Age0",86.58854,67.68232,16,9.8903,12.70485
"E36002957","Cinderford East","Females","South West","E07000080","Forest of Dean","Age0",81.21962,62.67782,16,9.8903,12.70485
"E36002958","Cinderford West","Females","South West","E07000080","Forest of Dean","Age0",81.49599,62.58495,16,9.8903,12.70485
"E36002959","Coleford Central","Females","South West","E07000080","Forest of Dean","Age0",83.74756,62.02479,16,9.8903,12.70485
"E36002960","Coleford East","Females","South West","E07000080","Forest of Dean","Age0",85.24491,62.01059,16,9.8903,12.70485
"E36002961","Hartpury","Females","South West","E07000080","Forest of Dean","Age0",91.05899,74.71544,16,9.8903,12.70485
"E36002963","Littledean and Ruspidge","Females","South West","E07000080","Forest of Dean","Age0",87.27114,67.25263,16,9.8903,12.70485
"E36002964","Lydbrook and Ruardean","Females","South West","E07000080","Forest of Dean","Age0",83.71823,65.25351,16,9.8903,12.70485
"E36002965","Lydney East","Females","South West","E07000080","Forest of Dean","Age0",81.87592,62.68162,16,9.8903,12.70485
"E36002967","Mitcheldean and Drybrook","Females","South West","E07000080","Forest of Dean","Age0",81.33905,64.2992,16,9.8903,12.70485
"E36002968","Newent Central","Females","South West","E07000080","Forest of Dean","Age0",83.87516,66.2471,16,9.8903,12.70485
"E36002969","Newland and St Briavels","Females","South West","E07000080","Forest of Dean","Age0",85.03243,68.70413,16,9.8903,12.70485
"E36002970","Newnham and Westbury","Females","South West","E07000080","Forest of Dean","Age0",84.06054,68.67998,16,9.8903,12.70485
"E36002972","Pillowell","Females","South West","E07000080","Forest of Dean","Age0",86.20837,67.49636,16,9.8903,12.70485
"E36002975","Tidenham","Females","South West","E07000080","Forest of Dean","Age0",81.16869,65.58586,16,9.8903,12.70485
