"LA_code","LA_name","LSOA_code","LSOA_name","house_price"
"E07000077","Uttlesford","E01022057","Uttlesford 001A",702500
"E07000077","Uttlesford","E01022058","Uttlesford 008A",314500
"E07000077","Uttlesford","E01022087","Uttlesford 005F",4e+05
"E07000077","Uttlesford","E01022059","Uttlesford 009A",457500
"E07000077","Uttlesford","E01022060","Uttlesford 009B",548750
"E07000077","Uttlesford","E01022061","Uttlesford 003A",562500
"E07000077","Uttlesford","E01022062","Uttlesford 005A",517500
"E07000077","Uttlesford","E01022063","Uttlesford 005B",397498
"E07000077","Uttlesford","E01022064","Uttlesford 008B",529000
"E07000077","Uttlesford","E01033052","Uttlesford 008F",345000
"E07000077","Uttlesford","E01033056","Uttlesford 007F",519000
"E07000077","Uttlesford","E01033055","Uttlesford 007E",389750
"E07000077","Uttlesford","E01022068","Uttlesford 007C",435000
"E07000077","Uttlesford","E01022069","Uttlesford 008D",360000
"E07000077","Uttlesford","E01022067","Uttlesford 007B",210000
"E07000077","Uttlesford","E01022070","Uttlesford 009C",445000
"E07000077","Uttlesford","E01022071","Uttlesford 003B",6e+05
"E07000077","Uttlesford","E01022073","Uttlesford 003D",325000
"E07000077","Uttlesford","E01022072","Uttlesford 003C",555000
"E07000077","Uttlesford","E01022074","Uttlesford 002A",435000
"E07000077","Uttlesford","E01022076","Uttlesford 002B",298000
"E07000077","Uttlesford","E01022075","Uttlesford 001B",495000
"E07000077","Uttlesford","E01022078","Uttlesford 002C",310000
"E07000077","Uttlesford","E01022077","Uttlesford 001C",389750
"E07000077","Uttlesford","E01022079","Uttlesford 002D",450000
"E07000077","Uttlesford","E01022082","Uttlesford 002G",327500
"E07000077","Uttlesford","E01022080","Uttlesford 002E",3e+05
"E07000077","Uttlesford","E01022081","Uttlesford 002F",348500
"E07000077","Uttlesford","E01022083","Uttlesford 005C",414000
"E07000077","Uttlesford","E01022084","Uttlesford 005D",388000
"E07000077","Uttlesford","E01022086","Uttlesford 006A",370000
"E07000077","Uttlesford","E01022085","Uttlesford 005E",325000
"E07000077","Uttlesford","E01022088","Uttlesford 008E",373000
"E07000077","Uttlesford","E01022089","Uttlesford 005G",595000
"E07000077","Uttlesford","E01022091","Uttlesford 006C",381000
"E07000077","Uttlesford","E01022090","Uttlesford 006B",425000
"E07000077","Uttlesford","E01022092","Uttlesford 004A",415000
"E07000077","Uttlesford","E01022093","Uttlesford 004B",385000
"E07000077","Uttlesford","E01022094","Uttlesford 001D",395000
"E07000077","Uttlesford","E01022095","Uttlesford 006D",467500
"E07000077","Uttlesford","E01022096","Uttlesford 009D",403000
"E07000077","Uttlesford","E01022097","Uttlesford 004C",447500
"E07000077","Uttlesford","E01022098","Uttlesford 003E",436000
"E07000077","Uttlesford","E01022099","Uttlesford 004D",475000
"E07000077","Uttlesford","E01033053","Uttlesford 008G",367995
"E07000077","Uttlesford","E01033054","Uttlesford 007D",322500
