"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36004489","Bowthorpe","Females","East of England","E07000148","Norwich","Age65",19.66922,7.04163,13,5.57983,6.18249
"E36004490","Catton Grove","Females","East of England","E07000148","Norwich","Age65",21.8891,9.41,13,5.57983,6.18249
"E36004491","Crome","Females","East of England","E07000148","Norwich","Age65",25.24905,9.65191,13,5.57983,6.18249
"E36004492","Eaton","Females","East of England","E07000148","Norwich","Age65",23.55521,13.22412,13,5.57983,6.18249
"E36004493","Lakenham","Females","East of England","E07000148","Norwich","Age65",23.22791,9.97374,13,5.57983,6.18249
"E36004494","Mancroft","Females","East of England","E07000148","Norwich","Age65",22.86328,9.25531,13,5.57983,6.18249
"E36004495","Mile Cross","Females","East of England","E07000148","Norwich","Age65",22.3222,8.18287,13,5.57983,6.18249
"E36004496","Nelson","Females","East of England","E07000148","Norwich","Age65",21.53542,11.18842,13,5.57983,6.18249
"E36004497","Sewell","Females","East of England","E07000148","Norwich","Age65",20.44015,9.09109,13,5.57983,6.18249
"E36004498","Thorpe Hamlet","Females","East of England","E07000148","Norwich","Age65",20.9048,10.40172,13,5.57983,6.18249
"E36004499","Town Close","Females","East of England","E07000148","Norwich","Age65",22.65591,11.69493,13,5.57983,6.18249
"E36004500","University","Females","East of England","E07000148","Norwich","Age65",22.57378,9.92197,13,5.57983,6.18249
"E36004501","Wensum","Females","East of England","E07000148","Norwich","Age65",21.7768,8.58833,13,5.57983,6.18249
