"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36004926","Bestwood Village","Females","East Midlands","E07000173","Gedling","Age65",18.63981,7.03678,21,10.01694,6.69772
"E36004927","Bonington","Females","East Midlands","E07000173","Gedling","Age65",18.41035,7.99138,21,10.01694,6.69772
"E36004928","Burton Joyce and Stoke Bard","Females","East Midlands","E07000173","Gedling","Age65",23.38524,12.41936,21,10.01694,6.69772
"E36004929","Calverton","Females","East Midlands","E07000173","Gedling","Age65",20.34834,8.72475,21,10.01694,6.69772
"E36004930","Carlton","Females","East Midlands","E07000173","Gedling","Age65",21.87833,9.32071,21,10.01694,6.69772
"E36004931","Carlton Hill","Females","East Midlands","E07000173","Gedling","Age65",20.9126,8.29416,21,10.01694,6.69772
"E36004932","Daybrook","Females","East Midlands","E07000173","Gedling","Age65",21.61036,7.42247,21,10.01694,6.69772
"E36004933","Gedling","Females","East Midlands","E07000173","Gedling","Age65",18.84839,8.5471,21,10.01694,6.69772
"E36004934","Killisick","Females","East Midlands","E07000173","Gedling","Age65",19.91622,8.46609,21,10.01694,6.69772
"E36004935","Kingswell","Females","East Midlands","E07000173","Gedling","Age65",25.16615,12.11995,21,10.01694,6.69772
"E36004936","Lambley","Females","East Midlands","E07000173","Gedling","Age65",23.44791,13.09142,21,10.01694,6.69772
"E36004937","Mapperley Plains","Females","East Midlands","E07000173","Gedling","Age65",25.42535,11.17006,21,10.01694,6.69772
"E36004938","Netherfield and Colwick","Females","East Midlands","E07000173","Gedling","Age65",22.32994,7.87675,21,10.01694,6.69772
"E36004939","Newstead","Females","East Midlands","E07000173","Gedling","Age65",24.47342,10.92545,21,10.01694,6.69772
"E36004940","Phoenix","Females","East Midlands","E07000173","Gedling","Age65",21.34215,8.49036,21,10.01694,6.69772
"E36004941","Porchester","Females","East Midlands","E07000173","Gedling","Age65",20.9303,10.16615,21,10.01694,6.69772
"E36004942","Ravenshead","Females","East Midlands","E07000173","Gedling","Age65",25.10108,12.74705,21,10.01694,6.69772
"E36004943","St James","Females","East Midlands","E07000173","Gedling","Age65",27.93671,11.2223,21,10.01694,6.69772
"E36004944","St Marys","Females","East Midlands","E07000173","Gedling","Age65",22.729,9.54121,21,10.01694,6.69772
"E36004945","Valley","Females","East Midlands","E07000173","Gedling","Age65",17.91977,6.3937,21,10.01694,6.69772
"E36004947","Woodthorpe","Females","East Midlands","E07000173","Gedling","Age65",19.53288,10.94954,21,10.01694,6.69772
