"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36006846","Abbey","Females","West Midlands","E08000028","Sandwell","Age65",22.86404,8.55516,24,7.05643,5.72875
"E36006847","Blackheath","Females","West Midlands","E08000028","Sandwell","Age65",20.43525,6.99786,24,7.05643,5.72875
"E36006848","Bristnall","Females","West Midlands","E08000028","Sandwell","Age65",20.13303,6.50215,24,7.05643,5.72875
"E36006849","Charlemont with Grove Vale","Females","West Midlands","E08000028","Sandwell","Age65",22.30056,9.47578,24,7.05643,5.72875
"E36006850","Cradley Heath and Old Hill","Females","West Midlands","E08000028","Sandwell","Age65",18.52846,6.30181,24,7.05643,5.72875
"E36006851","Friar Park","Females","West Midlands","E08000028","Sandwell","Age65",19.82479,6.14859,24,7.05643,5.72875
"E36006852","Great Barr with Yew Tree","Females","West Midlands","E08000028","Sandwell","Age65",21.63029,8.55906,24,7.05643,5.72875
"E36006853","Great Bridge","Females","West Midlands","E08000028","Sandwell","Age65",17.80392,4.50939,24,7.05643,5.72875
"E36006854","Greets Green and Lyng","Females","West Midlands","E08000028","Sandwell","Age65",20.32382,5.53455,24,7.05643,5.72875
"E36006855","Hateley Heath","Females","West Midlands","E08000028","Sandwell","Age65",18.33355,5.29702,24,7.05643,5.72875
"E36006856","Langley","Females","West Midlands","E08000028","Sandwell","Age65",21.04984,6.69317,24,7.05643,5.72875
"E36006857","Newton","Females","West Midlands","E08000028","Sandwell","Age65",24.37478,9.91273,24,7.05643,5.72875
"E36006858","Old Warley","Females","West Midlands","E08000028","Sandwell","Age65",22.7841,8.57408,24,7.05643,5.72875
"E36006859","Oldbury","Females","West Midlands","E08000028","Sandwell","Age65",21.16798,6.4646,24,7.05643,5.72875
"E36006860","Princes End","Females","West Midlands","E08000028","Sandwell","Age65",18.88048,5.17088,24,7.05643,5.72875
"E36006861","Rowley","Females","West Midlands","E08000028","Sandwell","Age65",22.48,7.30051,24,7.05643,5.72875
"E36006862","Smethwick","Females","West Midlands","E08000028","Sandwell","Age65",18.55722,4.90378,24,7.05643,5.72875
"E36006863","Soho and Victoria","Females","West Midlands","E08000028","Sandwell","Age65",17.31835,4.18398,24,7.05643,5.72875
"E36006864","St Pauls","Females","West Midlands","E08000028","Sandwell","Age65",20.20074,5.21056,24,7.05643,5.72875
"E36006865","Tipton Green","Females","West Midlands","E08000028","Sandwell","Age65",20.58983,5.65933,24,7.05643,5.72875
"E36006866","Tividale","Females","West Midlands","E08000028","Sandwell","Age65",18.6184,6.2899,24,7.05643,5.72875
"E36006867","Wednesbury North","Females","West Midlands","E08000028","Sandwell","Age65",18.69897,5.89184,24,7.05643,5.72875
"E36006868","Wednesbury South","Females","West Midlands","E08000028","Sandwell","Age65",21.34035,6.47485,24,7.05643,5.72875
"E36006869","West Bromwich Central","Females","West Midlands","E08000028","Sandwell","Age65",20.41401,6.23067,24,7.05643,5.72875
