"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36007279","Addison","Females","London","E09000013","Hammersmith and Fulham","Age65",23.08395,10.73645,16,4.96663,5.05438
"E36007280","Askew","Females","London","E09000013","Hammersmith and Fulham","Age65",23.22213,8.54889,16,4.96663,5.05438
"E36007281","Avonmore and Brook Green","Females","London","E09000013","Hammersmith and Fulham","Age65",21.94879,10.33454,16,4.96663,5.05438
"E36007282","College Park and Old Oak","Females","London","E09000013","Hammersmith and Fulham","Age65",22.24025,8.37723,16,4.96663,5.05438
"E36007283","Fulham Broadway","Females","London","E09000013","Hammersmith and Fulham","Age65",19.79037,7.78419,16,4.96663,5.05438
"E36007284","Fulham Reach","Females","London","E09000013","Hammersmith and Fulham","Age65",20.81916,8.58728,16,4.96663,5.05438
"E36007285","Hammersmith Broadway","Females","London","E09000013","Hammersmith and Fulham","Age65",19.01109,7.56167,16,4.96663,5.05438
"E36007286","Munster","Females","London","E09000013","Hammersmith and Fulham","Age65",22.83732,9.93765,16,4.96663,5.05438
"E36007287","North End","Females","London","E09000013","Hammersmith and Fulham","Age65",20.52984,9.47662,16,4.96663,5.05438
"E36007288","Palace Riverside","Females","London","E09000013","Hammersmith and Fulham","Age65",22.52439,12.55898,16,4.96663,5.05438
"E36007289","Parsons Green and Walham","Females","London","E09000013","Hammersmith and Fulham","Age65",22.12578,12.61605,16,4.96663,5.05438
"E36007290","Ravenscourt Park","Females","London","E09000013","Hammersmith and Fulham","Age65",20.34978,10.92304,16,4.96663,5.05438
"E36007291","Sands End","Females","London","E09000013","Hammersmith and Fulham","Age65",22.2371,9.72231,16,4.96663,5.05438
"E36007292","Shepherd's Bush Green","Females","London","E09000013","Hammersmith and Fulham","Age65",21.62514,8.46043,16,4.96663,5.05438
"E36007293","Town","Females","London","E09000013","Hammersmith and Fulham","Age65",23.97772,10.31581,16,4.96663,5.05438
"E36007294","Wormholt and White City","Females","London","E09000013","Hammersmith and Fulham","Age65",23.87684,8.24676,16,4.96663,5.05438
