"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36004984","Balderton North","Females","East Midlands","E07000175","Newark and Sherwood","Age65",24.0014,10.46538,25,10.01891,9.97272
"E36004985","Balderton West","Females","East Midlands","E07000175","Newark and Sherwood","Age65",17.49976,8.52099,25,10.01891,9.97272
"E36004986","Beacon","Females","East Midlands","E07000175","Newark and Sherwood","Age65",21.48108,9.98596,25,10.01891,9.97272
"E36004987","Blidworth","Females","East Midlands","E07000175","Newark and Sherwood","Age65",19.1871,5.75414,25,10.01891,9.97272
"E36004988","Boughton","Females","East Midlands","E07000175","Newark and Sherwood","Age65",18.91327,7.68836,25,10.01891,9.97272
"E36004989","Bridge","Females","East Midlands","E07000175","Newark and Sherwood","Age65",19.24207,8.86095,25,10.01891,9.97272
"E36004990","Castle","Females","East Midlands","E07000175","Newark and Sherwood","Age65",24.52328,11.15892,25,10.01891,9.97272
"E36004991","Caunton","Females","East Midlands","E07000175","Newark and Sherwood","Age65",21.34854,9.7805,25,10.01891,9.97272
"E36004992","Clipstone","Females","East Midlands","E07000175","Newark and Sherwood","Age65",19.21197,5.1602,25,10.01891,9.97272
"E36004993","Collingham and Meering","Females","East Midlands","E07000175","Newark and Sherwood","Age65",21.45029,10.08251,25,10.01891,9.97272
"E36004994","Devon","Females","East Midlands","E07000175","Newark and Sherwood","Age65",21.17027,7.55326,25,10.01891,9.97272
"E36004995","Edwinstowe","Females","East Midlands","E07000175","Newark and Sherwood","Age65",19.96504,8.74695,25,10.01891,9.97272
"E36004996","Farndon","Females","East Midlands","E07000175","Newark and Sherwood","Age65",19.74298,9.50678,25,10.01891,9.97272
"E36004997","Farnsfield and Bilsthorpe","Females","East Midlands","E07000175","Newark and Sherwood","Age65",20.4117,9.95354,25,10.01891,9.97272
"E36004998","Lowdham","Females","East Midlands","E07000175","Newark and Sherwood","Age65",19.8254,10.06629,25,10.01891,9.97272
"E36004999","Magnus","Females","East Midlands","E07000175","Newark and Sherwood","Age65",21.68916,10.09784,25,10.01891,9.97272
"E36005000","Muskham","Females","East Midlands","E07000175","Newark and Sherwood","Age65",26.96846,12.65522,25,10.01891,9.97272
"E36005001","Ollerton","Females","East Midlands","E07000175","Newark and Sherwood","Age65",21.39388,7.68091,25,10.01891,9.97272
"E36005002","Rainworth","Females","East Midlands","E07000175","Newark and Sherwood","Age65",18.56452,6.39995,25,10.01891,9.97272
"E36005003","Southwell East","Females","East Midlands","E07000175","Newark and Sherwood","Age65",20.88598,11.99046,25,10.01891,9.97272
"E36005004","Southwell North","Females","East Midlands","E07000175","Newark and Sherwood","Age65",27.51867,14.16262,25,10.01891,9.97272
"E36005005","Southwell West","Females","East Midlands","E07000175","Newark and Sherwood","Age65",25.83884,15.13292,25,10.01891,9.97272
"E36005006","Sutton-on-Trent","Females","East Midlands","E07000175","Newark and Sherwood","Age65",22.97626,10.76758,25,10.01891,9.97272
"E36005007","Trent","Females","East Midlands","E07000175","Newark and Sherwood","Age65",22.5558,13.38677,25,10.01891,9.97272
"E36005008","Winthorpe","Females","East Midlands","E07000175","Newark and Sherwood","Age65",20.36587,10.21474,25,10.01891,9.97272
