"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000276","Aberporth","Females","Wales","W06000008","Ceredigion","Age65",22.45919,10.33076,16,7.22157,5.30178
"W39000281","Aberystwyth Canol/Central","Females","Wales","W06000008","Ceredigion","Age65",27.87817,14.44401,16,7.22157,5.30178
"W39000282","Aberystwyth Gogledd/North","Females","Wales","W06000008","Ceredigion","Age65",23.97486,14.26605,16,7.22157,5.30178
"W39000283","Aberystwyth Penparcau","Females","Wales","W06000008","Ceredigion","Age65",21.99987,9.14223,16,7.22157,5.30178
"W39000284","Aberystwyth Rheidol","Females","Wales","W06000008","Ceredigion","Age65",23.1058,11.36323,16,7.22157,5.30178
"W39000286","Borth","Females","Wales","W06000008","Ceredigion","Age65",23.62139,12.79538,16,7.22157,5.30178
"W39000290","Faenor","Females","Wales","W06000008","Ceredigion","Age65",20.69915,10.59794,16,7.22157,5.30178
"W39000291","Lampeter","Females","Wales","W06000008","Ceredigion","Age65",22.42189,10.54078,16,7.22157,5.30178
"W39000294","Llanbadarn Fawr-Sulien","Females","Wales","W06000008","Ceredigion","Age65",22.0398,11.49395,16,7.22157,5.30178
"W39000299","Llanfihangel Ystrad","Females","Wales","W06000008","Ceredigion","Age65",22.67175,10.67678,16,7.22157,5.30178
"W39000303","Llansantffraed","Females","Wales","W06000008","Ceredigion","Age65",21.19883,9.57398,16,7.22157,5.30178
"W39000305","Lledrod","Females","Wales","W06000008","Ceredigion","Age65",22.68229,10.98696,16,7.22157,5.30178
"W39000306","Melindwr","Females","Wales","W06000008","Ceredigion","Age65",26.11201,12.30187,16,7.22157,5.30178
"W39000308","Penbryn","Females","Wales","W06000008","Ceredigion","Age65",25.65227,12.26743,16,7.22157,5.30178
"W39000309","Pen-parc","Females","Wales","W06000008","Ceredigion","Age65",21.0556,9.24125,16,7.22157,5.30178
"W39000314","Ystwyth","Females","Wales","W06000008","Ceredigion","Age65",20.6566,11.08266,16,7.22157,5.30178
