"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000468","Aberavon","Females","Wales","W06000012","Neath Port Talbot","Age65",20.72553,6.3485,32,9.00936,5.71893
"W39000469","Aberdulais","Females","Wales","W06000012","Neath Port Talbot","Age65",20.62822,8.04661,32,9.00936,5.71893
"W39000470","Allt-wen","Females","Wales","W06000012","Neath Port Talbot","Age65",17.69141,5.32318,32,9.00936,5.71893
"W39000471","Baglan","Females","Wales","W06000012","Neath Port Talbot","Age65",23.05492,9.41474,32,9.00936,5.71893
"W39000472","Blaengwrach","Females","Wales","W06000012","Neath Port Talbot","Age65",20.23627,6.38678,32,9.00936,5.71893
"W39000473","Briton Ferry East","Females","Wales","W06000012","Neath Port Talbot","Age65",17.85188,6.03298,32,9.00936,5.71893
"W39000474","Briton Ferry West","Females","Wales","W06000012","Neath Port Talbot","Age65",19.00558,5.34149,32,9.00936,5.71893
"W39000475","Bryn and Cwmavon","Females","Wales","W06000012","Neath Port Talbot","Age65",19.84286,6.31134,32,9.00936,5.71893
"W39000476","Bryn-coch North","Females","Wales","W06000012","Neath Port Talbot","Age65",22.18729,9.01026,32,9.00936,5.71893
"W39000477","Bryn-coch South","Females","Wales","W06000012","Neath Port Talbot","Age65",20.24114,8.29448,32,9.00936,5.71893
"W39000479","Cimla","Females","Wales","W06000012","Neath Port Talbot","Age65",19.89398,7.31567,32,9.00936,5.71893
"W39000480","Coedffranc Central","Females","Wales","W06000012","Neath Port Talbot","Age65",18.64375,6.42074,32,9.00936,5.71893
"W39000481","Coedffranc North","Females","Wales","W06000012","Neath Port Talbot","Age65",18.64004,6.74563,32,9.00936,5.71893
"W39000482","Coedffranc West","Females","Wales","W06000012","Neath Port Talbot","Age65",21.76605,8.50981,32,9.00936,5.71893
"W39000485","Cymmer","Females","Wales","W06000012","Neath Port Talbot","Age65",14.93211,3.69581,32,9.00936,5.71893
"W39000486","Dyffryn","Females","Wales","W06000012","Neath Port Talbot","Age65",20.69148,7.07133,32,9.00936,5.71893
"W39000488","Glynneath","Females","Wales","W06000012","Neath Port Talbot","Age65",20.6862,6.64037,32,9.00936,5.71893
"W39000490","Gwaun-Cae-Gurwen","Females","Wales","W06000012","Neath Port Talbot","Age65",18.77452,5.51448,32,9.00936,5.71893
"W39000493","Margam","Females","Wales","W06000012","Neath Port Talbot","Age65",23.94147,8.12925,32,9.00936,5.71893
"W39000494","Neath East","Females","Wales","W06000012","Neath Port Talbot","Age65",19.32847,5.78807,32,9.00936,5.71893
"W39000495","Neath North","Females","Wales","W06000012","Neath Port Talbot","Age65",19.23134,6.01863,32,9.00936,5.71893
"W39000496","Neath South","Females","Wales","W06000012","Neath Port Talbot","Age65",23.31016,8.54806,32,9.00936,5.71893
"W39000499","Pontardawe","Females","Wales","W06000012","Neath Port Talbot","Age65",19.58809,6.52989,32,9.00936,5.71893
"W39000500","Port Talbot","Females","Wales","W06000012","Neath Port Talbot","Age65",18.5885,7.90285,32,9.00936,5.71893
"W39000501","Resolven","Females","Wales","W06000012","Neath Port Talbot","Age65",20.59843,7.01387,32,9.00936,5.71893
"W39000502","Rhos","Females","Wales","W06000012","Neath Port Talbot","Age65",21.22304,8.55794,32,9.00936,5.71893
"W39000503","Sandfields East","Females","Wales","W06000012","Neath Port Talbot","Age65",17.68866,5.42059,32,9.00936,5.71893
"W39000504","Sandfields West","Females","Wales","W06000012","Neath Port Talbot","Age65",20.27419,4.13625,32,9.00936,5.71893
"W39000505","Seven Sisters","Females","Wales","W06000012","Neath Port Talbot","Age65",20.44677,6.53384,32,9.00936,5.71893
"W39000506","Tai-bach","Females","Wales","W06000012","Neath Port Talbot","Age65",20.59251,7.46896,32,9.00936,5.71893
"W39000507","Tonna","Females","Wales","W06000012","Neath Port Talbot","Age65",17.23704,8.13028,32,9.00936,5.71893
"W39000509","Ystalyfera","Females","Wales","W06000012","Neath Port Talbot","Age65",20.18435,5.04518,32,9.00936,5.71893
