"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000685","Abertillery","Females","Wales","W06000019","Blaenau Gwent","Age65",18.56555,5.59964,16,4.71217,3.43728
"W39000686","Badminton","Females","Wales","W06000019","Blaenau Gwent","Age65",17.87245,6.17033,16,4.71217,3.43728
"W39000687","Beaufort","Females","Wales","W06000019","Blaenau Gwent","Age65",18.88818,8.28745,16,4.71217,3.43728
"W39000688","Blaina","Females","Wales","W06000019","Blaenau Gwent","Age65",20.61623,6.026,16,4.71217,3.43728
"W39000689","Brynmawr","Females","Wales","W06000019","Blaenau Gwent","Age65",17.92447,6.34667,16,4.71217,3.43728
"W39000690","Cwm","Females","Wales","W06000019","Blaenau Gwent","Age65",20.27944,6.64738,16,4.71217,3.43728
"W39000691","Cwmtillery","Females","Wales","W06000019","Blaenau Gwent","Age65",17.32394,5.1063,16,4.71217,3.43728
"W39000692","Ebbw Vale North","Females","Wales","W06000019","Blaenau Gwent","Age65",18.92668,4.99575,16,4.71217,3.43728
"W39000693","Ebbw Vale South","Females","Wales","W06000019","Blaenau Gwent","Age65",17.10466,5.60467,16,4.71217,3.43728
"W39000694","Georgetown","Females","Wales","W06000019","Blaenau Gwent","Age65",21.81683,6.98594,16,4.71217,3.43728
"W39000695","Llanhilleth","Females","Wales","W06000019","Blaenau Gwent","Age65",20.49042,6.30116,16,4.71217,3.43728
"W39000696","Nantyglo","Females","Wales","W06000019","Blaenau Gwent","Age65",19.5237,5.82665,16,4.71217,3.43728
"W39000697","Rassau","Females","Wales","W06000019","Blaenau Gwent","Age65",21.29989,6.86982,16,4.71217,3.43728
"W39000698","Sirhowy","Females","Wales","W06000019","Blaenau Gwent","Age65",20.89531,6.12981,16,4.71217,3.43728
"W39000699","Six Bells","Females","Wales","W06000019","Blaenau Gwent","Age65",18.7931,5.90211,16,4.71217,3.43728
"W39000700","Tredegar Central and West","Females","Wales","W06000019","Blaenau Gwent","Age65",18.00187,4.85017,16,4.71217,3.43728
