"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000548","Baruc","Females","Wales","W06000014","The Vale of Glamorgan","Age65",21.95217,10.16822,22,11.61368,11.04181
"W39000549","Buttrills","Females","Wales","W06000014","The Vale of Glamorgan","Age65",18.10688,6.48052,22,11.61368,11.04181
"W39000550","Cadoc","Females","Wales","W06000014","The Vale of Glamorgan","Age65",22.98091,7.17055,22,11.61368,11.04181
"W39000551","Castleland","Females","Wales","W06000014","The Vale of Glamorgan","Age65",20.44685,5.91353,22,11.61368,11.04181
"W39000552","Cornerswell","Females","Wales","W06000014","The Vale of Glamorgan","Age65",20.6861,8.67695,22,11.61368,11.04181
"W39000553","Court","Females","Wales","W06000014","The Vale of Glamorgan","Age65",19.19066,7.09294,22,11.61368,11.04181
"W39000554","Cowbridge","Females","Wales","W06000014","The Vale of Glamorgan","Age65",22.90363,12.91729,22,11.61368,11.04181
"W39000555","Dinas Powys","Females","Wales","W06000014","The Vale of Glamorgan","Age65",24.5144,11.27438,22,11.61368,11.04181
"W39000556","Dyfan","Females","Wales","W06000014","The Vale of Glamorgan","Age65",19.58525,8.00673,22,11.61368,11.04181
"W39000557","Gibbonsdown","Females","Wales","W06000014","The Vale of Glamorgan","Age65",21.22091,7.42315,22,11.61368,11.04181
"W39000558","Illtyd","Females","Wales","W06000014","The Vale of Glamorgan","Age65",21.1243,10.32627,22,11.61368,11.04181
"W39000560","Llandow/Ewenny","Females","Wales","W06000014","The Vale of Glamorgan","Age65",24.0468,13.21648,22,11.61368,11.04181
"W39000561","Llantwit Major","Females","Wales","W06000014","The Vale of Glamorgan","Age65",23.42695,11.05986,22,11.61368,11.04181
"W39000562","Peterston-super-Ely","Females","Wales","W06000014","The Vale of Glamorgan","Age65",29.72056,16.95534,22,11.61368,11.04181
"W39000563","Plymouth","Females","Wales","W06000014","The Vale of Glamorgan","Age65",19.89404,10.92907,22,11.61368,11.04181
"W39000564","Rhoose","Females","Wales","W06000014","The Vale of Glamorgan","Age65",26.41661,11.60331,22,11.61368,11.04181
"W39000565","St. Athan","Females","Wales","W06000014","The Vale of Glamorgan","Age65",18.18675,8.49387,22,11.61368,11.04181
"W39000566","St. Augustine's","Females","Wales","W06000014","The Vale of Glamorgan","Age65",20.33497,8.72692,22,11.61368,11.04181
"W39000567","St. Bride's Major","Females","Wales","W06000014","The Vale of Glamorgan","Age65",23.06486,10.81941,22,11.61368,11.04181
"W39000568","Stanwell","Females","Wales","W06000014","The Vale of Glamorgan","Age65",22.76698,9.02561,22,11.61368,11.04181
"W39000569","Sully","Females","Wales","W06000014","The Vale of Glamorgan","Age65",25.38603,10.82547,22,11.61368,11.04181
"W39000570","Wenvoe","Females","Wales","W06000014","The Vale of Glamorgan","Age65",21.88072,11.83155,22,11.61368,11.04181
