"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"E36005659","Claygate","Females","South East","E07000207","Elmbridge","Age65",24.37163,14.17912,22,14.3904,7.87156
"E36005660","Cobham and Downside","Females","South East","E07000207","Elmbridge","Age65",22.63695,13.98577,22,14.3904,7.87156
"E36005661","Cobham Fairmile","Females","South East","E07000207","Elmbridge","Age65",27.57689,16.2931,22,14.3904,7.87156
"E36005662","Esher","Females","South East","E07000207","Elmbridge","Age65",21.00518,13.08435,22,14.3904,7.87156
"E36005663","Hersham North","Females","South East","E07000207","Elmbridge","Age65",22.9423,11.93774,22,14.3904,7.87156
"E36005664","Hersham South","Females","South East","E07000207","Elmbridge","Age65",21.59125,12.09753,22,14.3904,7.87156
"E36005665","Hinchley Wood","Females","South East","E07000207","Elmbridge","Age65",25.7361,16.62621,22,14.3904,7.87156
"E36005666","Long Ditton","Females","South East","E07000207","Elmbridge","Age65",24.13765,14.01309,22,14.3904,7.87156
"E36005667","Molesey East","Females","South East","E07000207","Elmbridge","Age65",22.40484,14.03963,22,14.3904,7.87156
"E36005668","Molesey North","Females","South East","E07000207","Elmbridge","Age65",21.00347,11.97168,22,14.3904,7.87156
"E36005669","Molesey South","Females","South East","E07000207","Elmbridge","Age65",21.95185,10.7464,22,14.3904,7.87156
"E36005670","Oatlands Park","Females","South East","E07000207","Elmbridge","Age65",24.77524,14.94617,22,14.3904,7.87156
"E36005671","Oxshott and Stoke D'Abernon","Females","South East","E07000207","Elmbridge","Age65",26.30769,16.36904,22,14.3904,7.87156
"E36005672","St George's Hill","Females","South East","E07000207","Elmbridge","Age65",19.44195,12.04387,22,14.3904,7.87156
"E36005673","Thames Ditton","Females","South East","E07000207","Elmbridge","Age65",21.0094,12.73998,22,14.3904,7.87156
"E36005674","Walton Ambleside","Females","South East","E07000207","Elmbridge","Age65",30.95199,12.78059,22,14.3904,7.87156
"E36005675","Walton Central","Females","South East","E07000207","Elmbridge","Age65",25.22484,12.59616,22,14.3904,7.87156
"E36005676","Walton North","Females","South East","E07000207","Elmbridge","Age65",23.46551,11.69869,22,14.3904,7.87156
"E36005677","Walton South","Females","South East","E07000207","Elmbridge","Age65",20.006,11.84254,22,14.3904,7.87156
"E36005678","Weston Green","Females","South East","E07000207","Elmbridge","Age65",25.75276,15.40682,22,14.3904,7.87156
"E36005679","Weybridge North","Females","South East","E07000207","Elmbridge","Age65",16.56159,8.75465,22,14.3904,7.87156
"E36005680","Weybridge South","Females","South East","E07000207","Elmbridge","Age65",22.5304,12.34975,22,14.3904,7.87156
