"WD13CD","WD13NM","Sex","Region","LAD11CD","LAD11NM","Age","LE","HLE","NumberofWardsinlocalareas","InequalityinLE","InequalityinHLE"
"W39000228","Acton","Females","Wales","W06000006","Wrexham","Age65",24.17201,8.85034,45,17.32889,11.02282
"W39000229","Borras Park","Females","Wales","W06000006","Wrexham","Age65",23.26166,11.33509,45,17.32889,11.02282
"W39000230","Bronington","Females","Wales","W06000006","Wrexham","Age65",27.03833,13.60947,45,17.32889,11.02282
"W39000231","Brymbo","Females","Wales","W06000006","Wrexham","Age65",17.42821,7.15971,45,17.32889,11.02282
"W39000232","Bryn Cefn","Females","Wales","W06000006","Wrexham","Age65",17.8503,6.29726,45,17.32889,11.02282
"W39000233","Brynyffynnon","Females","Wales","W06000006","Wrexham","Age65",21.36344,8.47098,45,17.32889,11.02282
"W39000234","Cartrefle","Females","Wales","W06000006","Wrexham","Age65",17.56002,6.59151,45,17.32889,11.02282
"W39000235","Cefn","Females","Wales","W06000006","Wrexham","Age65",19.6131,6.52969,45,17.32889,11.02282
"W39000236","Chirk North","Females","Wales","W06000006","Wrexham","Age65",19.76402,7.65945,45,17.32889,11.02282
"W39000237","Chirk South","Females","Wales","W06000006","Wrexham","Age65",19.81067,9.65964,45,17.32889,11.02282
"W39000238","Coedpoeth","Females","Wales","W06000006","Wrexham","Age65",20.03405,7.95929,45,17.32889,11.02282
"W39000239","Dyffryn Ceiriog/Ceiriog Val","Females","Wales","W06000006","Wrexham","Age65",23.46107,12.15467,45,17.32889,11.02282
"W39000240","Erddig","Females","Wales","W06000006","Wrexham","Age65",18.43397,11.00495,45,17.32889,11.02282
"W39000241","Esclusham","Females","Wales","W06000006","Wrexham","Age65",27.36679,7.55908,45,17.32889,11.02282
"W39000242","Garden Village","Females","Wales","W06000006","Wrexham","Age65",26.89437,14.74942,45,17.32889,11.02282
"W39000243","Gresford East and West","Females","Wales","W06000006","Wrexham","Age65",21.9569,10.95442,45,17.32889,11.02282
"W39000244","Grosvenor","Females","Wales","W06000006","Wrexham","Age65",15.923,8.46008,45,17.32889,11.02282
"W39000246","Gwersyllt East and South","Females","Wales","W06000006","Wrexham","Age65",24.84877,8.88799,45,17.32889,11.02282
"W39000247","Gwersyllt North","Females","Wales","W06000006","Wrexham","Age65",18.37941,7.00312,45,17.32889,11.02282
"W39000248","Gwersyllt West","Females","Wales","W06000006","Wrexham","Age65",13.88169,4.59774,45,17.32889,11.02282
"W39000249","Hermitage","Females","Wales","W06000006","Wrexham","Age65",17.3797,7.04778,45,17.32889,11.02282
"W39000250","Holt","Females","Wales","W06000006","Wrexham","Age65",21.01719,9.62306,45,17.32889,11.02282
"W39000251","Johnstown","Females","Wales","W06000006","Wrexham","Age65",22.96058,9.63418,45,17.32889,11.02282
"W39000252","Little Acton","Females","Wales","W06000006","Wrexham","Age65",21.34766,10.31343,45,17.32889,11.02282
"W39000253","Llangollen Rural","Females","Wales","W06000006","Wrexham","Age65",25.85231,10.03352,45,17.32889,11.02282
"W39000254","Llay","Females","Wales","W06000006","Wrexham","Age65",16.08608,6.69168,45,17.32889,11.02282
"W39000256","Marchwiel","Females","Wales","W06000006","Wrexham","Age65",23.59057,11.85489,45,17.32889,11.02282
"W39000257","Marford and Hoseley","Females","Wales","W06000006","Wrexham","Age65",26.38384,13.63495,45,17.32889,11.02282
"W39000258","Minera","Females","Wales","W06000006","Wrexham","Age65",22.65661,9.62617,45,17.32889,11.02282
"W39000259","New Broughton","Females","Wales","W06000006","Wrexham","Age65",20.34686,7.25041,45,17.32889,11.02282
"W39000260","Offa","Females","Wales","W06000006","Wrexham","Age65",23.35332,10.18674,45,17.32889,11.02282
"W39000261","Overton","Females","Wales","W06000006","Wrexham","Age65",23.73826,11.41851,45,17.32889,11.02282
"W39000262","Pant","Females","Wales","W06000006","Wrexham","Age65",17.61371,6.63168,45,17.32889,11.02282
"W39000263","Penycae","Females","Wales","W06000006","Wrexham","Age65",31.21058,5.77314,45,17.32889,11.02282
"W39000264","Penycae and Ruabon South","Females","Wales","W06000006","Wrexham","Age65",25.83488,11.45085,45,17.32889,11.02282
"W39000265","Plas Madoc","Females","Wales","W06000006","Wrexham","Age65",15.36105,3.7266,45,17.32889,11.02282
"W39000266","Ponciau","Females","Wales","W06000006","Wrexham","Age65",21.20164,7.96824,45,17.32889,11.02282
"W39000267","Queensway","Females","Wales","W06000006","Wrexham","Age65",19.72138,4.85823,45,17.32889,11.02282
"W39000268","Rhosnesni","Females","Wales","W06000006","Wrexham","Age65",23.99976,12.02186,45,17.32889,11.02282
"W39000269","Rossett","Females","Wales","W06000006","Wrexham","Age65",21.55784,10.48494,45,17.32889,11.02282
"W39000270","Ruabon","Females","Wales","W06000006","Wrexham","Age65",20.73297,8.07948,45,17.32889,11.02282
"W39000271","Smithfield","Females","Wales","W06000006","Wrexham","Age65",19.14731,6.19382,45,17.32889,11.02282
"W39000272","Stansty","Females","Wales","W06000006","Wrexham","Age65",30.60474,10.80479,45,17.32889,11.02282
"W39000273","Whitegate","Females","Wales","W06000006","Wrexham","Age65",22.27917,9.10031,45,17.32889,11.02282
"W39000274","Wynnstay","Females","Wales","W06000006","Wrexham","Age65",19.90939,5.58825,45,17.32889,11.02282
